geoid,tract_name,hh_total,hh_no_vehicle,hh_one_vehicle,hh_two_vehicle,hh_three_plus_vehicle,pct_hh_no_vehicle,pct_hh_one_vehicle,pct_hh_two_vehicle,pct_hh_three_plus_vehicle
17031271300,Census Tract 2713; Cook County; Illinois,333,69,193,29,21,0.2072072072072072,0.5795795795795796,0.08708708708708708,0.06306306306306306
17031271400,Census Tract 2714; Cook County; Illinois,530,240,189,59,28,0.4528301886792453,0.35660377358490564,0.11132075471698114,0.052830188679245285
17031271500,Census Tract 2715; Cook County; Illinois,474,123,98,222,31,0.25949367088607594,0.20675105485232068,0.46835443037974683,0.06540084388185655
17031271800,Census Tract 2718; Cook County; Illinois,303,139,94,40,30,0.45874587458745875,0.3102310231023102,0.132013201320132,0.09900990099009901
17031280100,Census Tract 2801; Cook County; Illinois,5426,2260,2851,286,0,0.41651308514559526,0.5254330998894213,0.05270917803169923,0.0
17031280400,Census Tract 2804; Cook County; Illinois,561,236,230,87,0,0.4206773618538324,0.40998217468805703,0.15508021390374332,0.0
17031280800,Census Tract 2808; Cook County; Illinois,432,138,192,102,0,0.3194444444444444,0.4444444444444444,0.2361111111111111,0.0
17031280900,Census Tract 2809; Cook County; Illinois,402,93,167,142,0,0.23134328358208955,0.4154228855721393,0.35323383084577115,0.0
17031281900,Census Tract 2819; Cook County; Illinois,4296,1907,2223,166,0,0.44390130353817503,0.5174581005586593,0.038640595903165736,0.0
17031282700,Census Tract 2827; Cook County; Illinois,1054,215,556,225,58,0.20398481973434535,0.5275142314990512,0.21347248576850095,0.05502846299810247
17031282800,Census Tract 2828; Cook County; Illinois,604,163,240,190,11,0.26986754966887416,0.3973509933774834,0.31456953642384106,0.018211920529801324
17031283100,Census Tract 2831; Cook County; Illinois,1428,525,541,362,0,0.36764705882352944,0.3788515406162465,0.2535014005602241,0.0
17031283200,Census Tract 2832; Cook County; Illinois,823,251,471,77,24,0.30498177399756987,0.5722964763061968,0.09356014580801944,0.02916160388821385
17031283800,Census Tract 2838; Cook County; Illinois,1609,321,978,262,48,0.199502796768179,0.6078309509011809,0.16283405842137974,0.02983219390926041
17031290900,Census Tract 2909; Cook County; Illinois,1302,536,511,142,68,0.4116743471582181,0.3924731182795699,0.10906298003072197,0.05222734254992319
17031291200,Census Tract 2912; Cook County; Illinois,693,293,230,74,96,0.4227994227994228,0.3318903318903319,0.10678210678210678,0.13852813852813853
17031291600,Census Tract 2916; Cook County; Illinois,609,78,116,173,242,0.12807881773399016,0.19047619047619047,0.28407224958949095,0.3973727422003284
17031292200,Census Tract 2922; Cook County; Illinois,956,411,296,228,15,0.4299163179916318,0.30962343096234307,0.2384937238493724,0.015690376569037656
17031292400,Census Tract 2924; Cook County; Illinois,696,281,287,37,0,0.40373563218390807,0.41235632183908044,0.05316091954022988,0.0
17031292500,Census Tract 2925; Cook County; Illinois,1488,489,506,302,155,0.3286290322580645,0.3400537634408602,0.20295698924731181,0.10416666666666667
17031300500,Census Tract 3005; Cook County; Illinois,977,127,370,325,155,0.1299897645854657,0.37871033776867963,0.33265097236438074,0.1586489252814739
17031300600,Census Tract 3006; Cook County; Illinois,959,311,423,80,39,0.32429614181439,0.4410844629822732,0.08342022940563086,0.040667361835245046
17031300700,Census Tract 3007; Cook County; Illinois,1797,271,497,744,171,0.15080690038953812,0.27657206455203115,0.41402337228714525,0.09515859766277128
17031300800,Census Tract 3008; Cook County; Illinois,1246,284,644,223,51,0.22792937399678972,0.5168539325842697,0.17897271268057785,0.040930979133226325
17031300900,Census Tract 3009; Cook County; Illinois,1647,248,1178,179,23,0.15057680631451123,0.7152398299939283,0.10868245294474803,0.013964784456587736
17031301100,Census Tract 3011; Cook County; Illinois,777,168,342,224,32,0.21621621621621623,0.44015444015444016,0.2882882882882883,0.04118404118404118
17031301200,Census Tract 3012; Cook County; Illinois,1624,513,614,345,152,0.3158866995073892,0.37807881773399016,0.2124384236453202,0.09359605911330049
17031301600,Census Tract 3016; Cook County; Illinois,1493,364,882,114,89,0.24380442062960483,0.5907568653717348,0.07635632953784327,0.05961152042866711
17031301701,Census Tract 3017.01; Cook County; Illinois,1456,410,474,250,222,0.2815934065934066,0.32554945054945056,0.1717032967032967,0.15247252747252749
17031301702,Census Tract 3017.02; Cook County; Illinois,1242,221,645,195,117,0.177938808373591,0.5193236714975845,0.1570048309178744,0.09420289855072464
17031301801,Census Tract 3018.01; Cook County; Illinois,1209,315,285,299,250,0.26054590570719605,0.23573200992555832,0.24731182795698925,0.20678246484698098
17031301802,Census Tract 3018.02; Cook County; Illinois,945,237,404,212,69,0.2507936507936508,0.4275132275132275,0.22433862433862434,0.07301587301587302
17031301803,Census Tract 3018.03; Cook County; Illinois,1179,274,486,263,73,0.23240033927056827,0.4122137404580153,0.22307039864291772,0.06191687871077184
17031310200,Census Tract 3102; Cook County; Illinois,792,114,362,264,33,0.14393939393939395,0.45707070707070707,0.3333333333333333,0.041666666666666664
17031310300,Census Tract 3103; Cook County; Illinois,794,184,405,171,25,0.23173803526448364,0.5100755667506297,0.21536523929471033,0.031486146095717885
17031310400,Census Tract 3104; Cook County; Illinois,679,102,425,80,56,0.15022091310751104,0.625920471281296,0.11782032400589101,0.08247422680412371
17031310500,Census Tract 3105; Cook County; Illinois,683,139,355,147,34,0.20351390922401172,0.5197657393850659,0.21522693997071743,0.04978038067349927
17031310600,Census Tract 3106; Cook County; Illinois,2523,732,1093,698,0,0.2901307966706302,0.43321442726912407,0.27665477606024574,0.0
17031310700,Census Tract 3107; Cook County; Illinois,618,238,249,102,29,0.3851132686084142,0.4029126213592233,0.1650485436893204,0.04692556634304207
17031310800,Census Tract 3108; Cook County; Illinois,1756,466,741,253,255,0.265375854214123,0.42198177676537585,0.14407744874715261,0.14521640091116172
17031310900,Census Tract 3109; Cook County; Illinois,1887,467,932,358,115,0.2474827768945416,0.4939056703762586,0.1897191308956015,0.06094329623741388
17031320101,Census Tract 3201.01; Cook County; Illinois,5481,1851,2818,812,0,0.337712096332786,0.5141397555190659,0.14814814814814814,0.0
17031320102,Census Tract 3201.02; Cook County; Illinois,2748,2052,469,227,0,0.7467248908296943,0.17066957787481804,0.08260553129548763,0.0
17031320400,Census Tract 3204; Cook County; Illinois,844,277,478,84,5,0.3281990521327014,0.566350710900474,0.0995260663507109,0.005924170616113744
17031320600,Census Tract 3206; Cook County; Illinois,3752,1882,1503,367,0,0.5015991471215352,0.4005863539445629,0.09781449893390191,0.0
17031330101,Census Tract 3301.01; Cook County; Illinois,2709,206,1631,822,50,0.07604282022886674,0.6020671834625323,0.3034330011074197,0.01845699520118125
17031330102,Census Tract 3301.02; Cook County; Illinois,6366,2300,3449,377,240,0.36129437637448947,0.541784480050267,0.05922086082312284,0.03770028275212064
17031330103,Census Tract 3301.03; Cook County; Illinois,4902,885,3342,617,58,0.18053855569155447,0.6817625458996328,0.1258669930640555,0.011831905344757242
17031330200,Census Tract 3302; Cook County; Illinois,1784,462,946,347,21,0.2589686098654709,0.5302690582959642,0.1945067264573991,0.011771300448430493
17031340300,Census Tract 3403; Cook County; Illinois,716,220,250,193,26,0.30726256983240224,0.34916201117318435,0.26955307262569833,0.036312849162011177
17031340400,Census Tract 3404; Cook County; Illinois,700,120,413,153,4,0.17142857142857143,0.59,0.21857142857142858,0.005714285714285714
17031340500,Census Tract 3405; Cook County; Illinois,971,441,341,141,48,0.45417095777548916,0.35118434603501547,0.14521112255406798,0.04943357363542739
17031340600,Census Tract 3406; Cook County; Illinois,494,273,165,29,27,0.5526315789473685,0.3340080971659919,0.058704453441295545,0.05465587044534413
17031350100,Census Tract 3501; Cook County; Illinois,1484,812,611,50,11,0.5471698113207547,0.41172506738544473,0.03369272237196765,0.007412398921832884
17031350400,Census Tract 3504; Cook County; Illinois,652,431,177,32,12,0.661042944785276,0.2714723926380368,0.049079754601226995,0.018404907975460124
17031351000,Census Tract 3510; Cook County; Illinois,2479,1045,1264,170,0,0.42154094392900365,0.509883017345704,0.06857603872529246,0.0
17031351100,Census Tract 3511; Cook County; Illinois,1075,543,472,60,0,0.5051162790697674,0.4390697674418605,0.05581395348837209,0.0
17031351400,Census Tract 3514; Cook County; Illinois,795,440,329,20,0,0.5534591194968553,0.4138364779874214,0.025157232704402517,0.0
17031351500,Census Tract 3515; Cook County; Illinois,382,150,191,41,0,0.39267015706806285,0.5,0.10732984293193717,0.0
17031360200,Census Tract 3602; Cook County; Illinois,809,293,459,55,2,0.3621755253399258,0.5673671199011124,0.06798516687268233,0.002472187886279357
17031380100,Census Tract 3801; Cook County; Illinois,1049,388,417,205,39,0.36987607244995235,0.39752144899904673,0.1954242135367016,0.037178265014299335
17031380200,Census Tract 3802; Cook County; Illinois,1212,673,441,27,71,0.5552805280528053,0.36386138613861385,0.022277227722772276,0.05858085808580858
17031380600,Census Tract 3806; Cook County; Illinois,2087,721,851,449,44,0.34547196933397223,0.40776233828461905,0.21514135122184955,0.021082894106372783
17031381200,Census Tract 3812; Cook County; Illinois,1096,141,755,110,90,0.12864963503649635,0.6888686131386861,0.10036496350364964,0.08211678832116788
17031381400,Census Tract 3814; Cook County; Illinois,732,168,390,97,77,0.22950819672131148,0.5327868852459017,0.1325136612021858,0.1051912568306011
17031381500,Census Tract 3815; Cook County; Illinois,421,194,205,18,4,0.46080760095011875,0.48693586698337293,0.04275534441805225,0.009501187648456057
17031381700,Census Tract 3817; Cook County; Illinois,0,0,0,0,0,,,,
17031381800,Census Tract 3818; Cook County; Illinois,773,183,418,108,55,0.23673997412677877,0.5407503234152652,0.13971539456662355,0.07115135834411385
17031381900,Census Tract 3819; Cook County; Illinois,521,77,270,81,75,0.14779270633397312,0.5182341650671785,0.15547024952015356,0.14395393474088292
17031390100,Census Tract 3901; Cook County; Illinois,798,289,300,123,72,0.36215538847117795,0.37593984962406013,0.15413533834586465,0.09022556390977443
17031390200,Census Tract 3902; Cook County; Illinois,908,111,422,330,37,0.1222466960352423,0.4647577092511013,0.3634361233480176,0.040748898678414094
17031390300,Census Tract 3903; Cook County; Illinois,1540,698,587,147,83,0.45324675324675323,0.38116883116883116,0.09545454545454546,0.05389610389610389
17031390400,Census Tract 3904; Cook County; Illinois,1482,681,627,168,6,0.45951417004048584,0.4230769230769231,0.11336032388663968,0.004048582995951417
17031390500,Census Tract 3905; Cook County; Illinois,866,292,357,137,34,0.3371824480369515,0.4122401847575058,0.1581986143187067,0.03926096997690531
17031390600,Census Tract 3906; Cook County; Illinois,877,177,498,180,22,0.20182440136830102,0.5678449258836944,0.20524515393386544,0.02508551881413911
17031390700,Census Tract 3907; Cook County; Illinois,3474,1234,2064,151,25,0.35521013241220495,0.5941278065630398,0.043465745538284396,0.007196315486470927
17031400300,Census Tract 4003; Cook County; Illinois,602,156,344,85,0,0.2591362126245847,0.5714285714285714,0.14119601328903655,0.0
17031400400,Census Tract 4004; Cook County; Illinois,896,297,475,25,49,0.3314732142857143,0.5301339285714286,0.027901785714285716,0.0546875
17031400500,Census Tract 4005; Cook County; Illinois,1204,499,569,100,36,0.41445182724252494,0.47259136212624586,0.08305647840531562,0.029900332225913623
17031400800,Census Tract 4008; Cook County; Illinois,1328,607,565,156,0,0.45707831325301207,0.4254518072289157,0.11746987951807229,0.0
17031410100,Census Tract 4101; Cook County; Illinois,1428,604,705,110,0,0.42296918767507,0.49369747899159666,0.07703081232492998,0.0
17031410200,Census Tract 4102; Cook County; Illinois,725,302,353,53,17,0.416551724137931,0.4868965517241379,0.07310344827586207,0.023448275862068966
17031410500,Census Tract 4105; Cook County; Illinois,1692,558,749,358,27,0.32978723404255317,0.4426713947990544,0.2115839243498818,0.015957446808510637
17031410600,Census Tract 4106; Cook County; Illinois,1158,484,580,71,23,0.41796200345423146,0.5008635578583766,0.0613126079447323,0.019861830742659757
17031410700,Census Tract 4107; Cook County; Illinois,1236,580,532,77,47,0.4692556634304207,0.43042071197411,0.06229773462783172,0.03802588996763754
17031410800,Census Tract 4108; Cook County; Illinois,1646,927,616,68,35,0.56318347509113,0.37424058323207776,0.041312272174969626,0.0212636695018226
17031410900,Census Tract 4109; Cook County; Illinois,1958,708,1067,150,33,0.3615934627170582,0.5449438202247191,0.07660878447395301,0.016853932584269662
17031411000,Census Tract 4110; Cook County; Illinois,2454,1220,1082,94,58,0.4971475142624287,0.4409127954360228,0.03830480847595762,0.023634881825590873
17031411100,Census Tract 4111; Cook County; Illinois,976,353,520,103,0,0.36168032786885246,0.5327868852459017,0.10553278688524591,0.0
17031411200,Census Tract 4112; Cook County; Illinois,799,246,422,125,6,0.3078848560700876,0.5281602002503129,0.15644555694618273,0.007509386733416771
17031420100,Census Tract 4201; Cook County; Illinois,823,431,201,134,23,0.5236938031591738,0.244228432563791,0.16281895504252733,0.027946537059538274
17031420200,Census Tract 4202; Cook County; Illinois,689,290,342,39,13,0.420899854862119,0.49637155297532654,0.05660377358490566,0.018867924528301886
17031420300,Census Tract 4203; Cook County; Illinois,663,256,366,20,21,0.3861236802413273,0.5520361990950227,0.030165912518853696,0.03167420814479638
17031420400,Census Tract 4204; Cook County; Illinois,720,389,218,60,53,0.5402777777777777,0.30277777777777776,0.08333333333333333,0.07361111111111111
17031420500,Census Tract 4205; Cook County; Illinois,1015,486,460,69,0,0.47881773399014776,0.45320197044334976,0.06798029556650247,0.0
17031420600,Census Tract 4206; Cook County; Illinois,989,350,432,207,0,0.3538928210313448,0.4368048533872599,0.20930232558139536,0.0
17031420700,Census Tract 4207; Cook County; Illinois,1168,509,511,135,13,0.4357876712328767,0.4375,0.11558219178082192,0.01113013698630137
17031420800,Census Tract 4208; Cook County; Illinois,1016,266,517,211,22,0.2618110236220472,0.5088582677165354,0.2076771653543307,0.021653543307086614
17031421200,Census Tract 4212; Cook County; Illinois,699,197,237,221,44,0.28183118741058655,0.33905579399141633,0.31616595135908443,0.06294706723891273
17031430101,Census Tract 4301.01; Cook County; Illinois,1878,605,1042,231,0,0.32215122470713525,0.5548455804046858,0.12300319488817892,0.0
17031430102,Census Tract 4301.02; Cook County; Illinois,2369,941,1164,209,55,0.3972140143520473,0.4913465597298438,0.08822287885183622,0.02321654706627269
17031430200,Census Tract 4302; Cook County; Illinois,2719,1379,877,270,110,0.5071717543214417,0.3225450533284296,0.09930121368150055,0.04045605001838912
17031430300,Census Tract 4303; Cook County; Illinois,1039,349,446,211,33,0.33589990375360923,0.4292589027911453,0.2030798845043311,0.03176130895091434
17031430400,Census Tract 4304; Cook County; Illinois,1322,472,597,165,68,0.35703479576399394,0.451588502269289,0.12481089258698941,0.05143721633888049
17031430500,Census Tract 4305; Cook County; Illinois,2059,1153,745,147,14,0.5599805730937348,0.36182612918892665,0.07139388052452647,0.006799417192812044
17031430600,Census Tract 4306; Cook County; Illinois,807,366,244,121,65,0.45353159851301117,0.3023543990086741,0.14993804213135067,0.080545229244114
17031430700,Census Tract 4307; Cook County; Illinois,1320,335,769,216,0,0.2537878787878788,0.5825757575757575,0.16363636363636364,0.0
17031430800,Census Tract 4308; Cook County; Illinois,803,151,373,191,46,0.18804483188044832,0.46450809464508097,0.23785803237858033,0.057285180572851806
17031430900,Census Tract 4309; Cook County; Illinois,854,252,415,154,33,0.29508196721311475,0.4859484777517564,0.18032786885245902,0.03864168618266979
17031431200,Census Tract 4312; Cook County; Illinois,1281,267,694,234,78,0.20843091334894615,0.5417642466822795,0.18266978922716628,0.06088992974238876
17031431301,Census Tract 4313.01; Cook County; Illinois,1451,347,839,185,46,0.23914541695382494,0.5782219159200551,0.12749827705031014,0.03170227429359063
17031431302,Census Tract 4313.02; Cook County; Illinois,1725,800,732,91,102,0.463768115942029,0.42434782608695654,0.0527536231884058,0.059130434782608696
17031431400,Census Tract 4314; Cook County; Illinois,3288,1526,1473,230,36,0.46411192214111924,0.44799270072992703,0.06995133819951338,0.010948905109489052
17031440101,Census Tract 4401.01; Cook County; Illinois,2463,1430,853,180,0,0.5805927730410069,0.3463256191636216,0.0730816077953715,0.0
17031440102,Census Tract 4401.02; Cook County; Illinois,1973,659,1234,52,28,0.3340091231626964,0.6254434870755196,0.026355803345159655,0.01419158641662443
17031440201,Census Tract 4402.01; Cook County; Illinois,2351,881,1098,372,0,0.3747341556784347,0.4670353041259039,0.15823054019566143,0.0
17031440202,Census Tract 4402.02; Cook County; Illinois,1618,671,675,248,2,0.4147095179233622,0.41718170580964153,0.15327564894932014,0.0012360939431396785
17031440300,Census Tract 4403; Cook County; Illinois,2150,225,1006,571,257,0.10465116279069768,0.467906976744186,0.26558139534883723,0.11953488372093023
17031440600,Census Tract 4406; Cook County; Illinois,703,85,379,181,58,0.12091038406827881,0.5391180654338549,0.2574679943100996,0.08250355618776671
17031440700,Census Tract 4407; Cook County; Illinois,557,75,295,107,46,0.13464991023339318,0.5296229802513465,0.19210053859964094,0.08258527827648116
17031440800,Census Tract 4408; Cook County; Illinois,708,231,335,134,8,0.326271186440678,0.4731638418079096,0.18926553672316385,0.011299435028248588
17031440900,Census Tract 4409; Cook County; Illinois,1017,173,579,218,47,0.17010816125860373,0.5693215339233039,0.2143559488692232,0.046214355948869225
17031450300,Census Tract 4503; Cook County; Illinois,1490,319,992,136,43,0.21409395973154363,0.6657718120805369,0.0912751677852349,0.028859060402684565
17031460100,Census Tract 4601; Cook County; Illinois,977,331,387,194,47,0.33879222108495394,0.3961105424769703,0.1985670419651996,0.048106448311156604
17031460200,Census Tract 4602; Cook County; Illinois,925,357,407,130,6,0.38594594594594595,0.44,0.14054054054054055,0.006486486486486486
17031460301,Census Tract 4603.01; Cook County; Illinois,1258,415,279,428,58,0.3298887122416534,0.2217806041335453,0.34022257551669316,0.046104928457869634
17031460302,Census Tract 4603.02; Cook County; Illinois,1286,230,471,424,161,0.17884914463452567,0.36625194401244165,0.3297045101088647,0.12519440124416797
17031460400,Census Tract 4604; Cook County; Illinois,1333,283,495,447,94,0.21230307576894222,0.37134283570892723,0.3353338334583646,0.07051762940735183
17031460500,Census Tract 4605; Cook County; Illinois,2739,559,1380,690,86,0.20408908360715589,0.5038335158817087,0.25191675794085433,0.03139832055494706
17031460800,Census Tract 4608; Cook County; Illinois,1370,497,574,272,15,0.3627737226277372,0.41897810218978104,0.19854014598540146,0.010948905109489052
17031461000,Census Tract 4610; Cook County; Illinois,741,552,138,51,0,0.7449392712550608,0.1862348178137652,0.06882591093117409,0.0
17031470100,Census Tract 4701; Cook County; Illinois,932,278,280,358,16,0.2982832618025751,0.30042918454935624,0.38412017167381973,0.017167381974248927
17031480100,Census Tract 4801; Cook County; Illinois,915,141,462,203,103,0.1540983606557377,0.5049180327868853,0.22185792349726777,0.11256830601092896
17031480200,Census Tract 4802; Cook County; Illinois,600,156,372,65,7,0.26,0.62,0.10833333333333334,0.011666666666666667
17031480300,Census Tract 4803; Cook County; Illinois,488,85,243,113,10,0.17418032786885246,0.4979508196721312,0.23155737704918034,0.020491803278688523
17031480400,Census Tract 4804; Cook County; Illinois,2357,296,1256,728,77,0.12558336868901146,0.532880780653373,0.30886720407297413,0.03266864658464149
17031480500,Census Tract 4805; Cook County; Illinois,1161,319,554,247,41,0.2747631352282515,0.4771748492678725,0.2127476313522825,0.03531438415159346
17031490200,Census Tract 4902; Cook County; Illinois,1391,222,726,343,100,0.15959741193386054,0.5219266714593818,0.24658519051042416,0.07189072609633357
17031490500,Census Tract 4905; Cook County; Illinois,727,57,351,144,165,0.07840440165061899,0.4828060522696011,0.19807427785419532,0.22696011004126548
17031490600,Census Tract 4906; Cook County; Illinois,521,95,235,72,80,0.18234165067178504,0.4510556621880998,0.1381957773512476,0.15355086372360843
17031490700,Census Tract 4907; Cook County; Illinois,866,99,453,214,100,0.11431870669745958,0.523094688221709,0.2471131639722864,0.11547344110854503
17031490800,Census Tract 4908; Cook County; Illinois,1202,296,578,193,69,0.24625623960066556,0.480865224625624,0.1605657237936772,0.05740432612312812
17031490901,Census Tract 4909.01; Cook County; Illinois,1227,511,476,162,11,0.41646291768541155,0.38793806030969846,0.13202933985330073,0.008964955175224124
17031490902,Census Tract 4909.02; Cook County; Illinois,1845,293,704,586,250,0.15880758807588075,0.3815718157181572,0.3176151761517615,0.13550135501355012
17031491000,Census Tract 4910; Cook County; Illinois,1185,400,480,216,45,0.33755274261603374,0.4050632911392405,0.18227848101265823,0.0379746835443038
17031491100,Census Tract 4911; Cook County; Illinois,1356,216,625,328,137,0.1592920353982301,0.4609144542772861,0.24188790560471976,0.10103244837758112
17031491200,Census Tract 4912; Cook County; Illinois,620,94,317,118,48,0.15161290322580645,0.5112903225806451,0.19032258064516128,0.07741935483870968
17031491300,Census Tract 4913; Cook County; Illinois,652,134,294,106,45,0.20552147239263804,0.450920245398773,0.16257668711656442,0.06901840490797546
17031491400,Census Tract 4914; Cook County; Illinois,1075,497,354,129,63,0.46232558139534885,0.3293023255813953,0.12,0.0586046511627907
17031500100,Census Tract 5001; Cook County; Illinois,1497,116,776,584,21,0.07748830995323981,0.518370073480294,0.39011356045424184,0.014028056112224449
17031500200,Census Tract 5002; Cook County; Illinois,798,335,363,46,54,0.4197994987468672,0.4548872180451128,0.05764411027568922,0.06766917293233082
17031500300,Census Tract 5003; Cook County; Illinois,925,118,529,194,75,0.12756756756756757,0.5718918918918919,0.20972972972972972,0.08108108108108109
17031510100,Census Tract 5101; Cook County; Illinois,1259,100,373,535,183,0.07942811755361398,0.2962668784749801,0.4249404289118348,0.1453534551231136
17031510200,Census Tract 5102; Cook County; Illinois,1217,361,462,287,30,0.29663105998356615,0.37962202136400985,0.23582580115036977,0.024650780608052588
17031510300,Census Tract 5103; Cook County; Illinois,1939,495,1010,360,74,0.2552862300154719,0.5208870551830841,0.18566271273852503,0.038164002062919034
17031520100,Census Tract 5201; Cook County; Illinois,495,62,193,147,52,0.12525252525252525,0.3898989898989899,0.296969696969697,0.10505050505050505
17031520200,Census Tract 5202; Cook County; Illinois,1113,156,511,261,88,0.14016172506738545,0.4591194968553459,0.23450134770889489,0.07906558849955077
17031520300,Census Tract 5203; Cook County; Illinois,2017,223,749,692,228,0.11056023797719385,0.3713435795736242,0.3430837878036688,0.11303916707982152
17031520400,Census Tract 5204; Cook County; Illinois,1434,161,688,405,155,0.11227336122733612,0.4797768479776848,0.2824267782426778,0.10808926080892609
17031520500,Census Tract 5205; Cook County; Illinois,1545,108,477,610,203,0.06990291262135923,0.3087378640776699,0.3948220064724919,0.1313915857605178
17031520600,Census Tract 5206; Cook County; Illinois,805,14,319,322,113,0.017391304347826087,0.39627329192546584,0.4,0.14037267080745341
17031530100,Census Tract 5301; Cook County; Illinois,825,268,320,209,15,0.32484848484848483,0.3878787878787879,0.25333333333333335,0.01818181818181818
17031530200,Census Tract 5302; Cook County; Illinois,1421,308,709,187,209,0.21674876847290642,0.4989444053483462,0.13159746657283602,0.1470795214637579
17031530300,Census Tract 5303; Cook County; Illinois,1590,130,974,380,66,0.08176100628930817,0.6125786163522012,0.2389937106918239,0.04150943396226415
17031530400,Census Tract 5304; Cook County; Illinois,815,168,368,184,48,0.20613496932515338,0.45153374233128835,0.22576687116564417,0.05889570552147239
17031530501,Census Tract 5305.01; Cook County; Illinois,1812,597,501,334,275,0.3294701986754967,0.2764900662251656,0.18432671081677704,0.15176600441501104
17031530502,Census Tract 5305.02; Cook County; Illinois,575,54,285,143,62,0.09391304347826086,0.4956521739130435,0.24869565217391304,0.10782608695652174
17031530503,Census Tract 5305.03; Cook County; Illinois,1482,249,616,316,188,0.1680161943319838,0.4156545209176788,0.21322537112010798,0.12685560053981107
17031530600,Census Tract 5306; Cook County; Illinois,948,250,429,139,117,0.26371308016877637,0.4525316455696203,0.14662447257383968,0.12341772151898735
17031540101,Census Tract 5401.01; Cook County; Illinois,1566,561,810,180,15,0.35823754789272033,0.5172413793103449,0.11494252873563218,0.009578544061302681
17031540102,Census Tract 5401.02; Cook County; Illinois,1285,518,680,46,7,0.4031128404669261,0.5291828793774319,0.0357976653696498,0.005447470817120622
17031550100,Census Tract 5501; Cook County; Illinois,2698,363,1189,816,81,0.13454410674573758,0.4406968124536694,0.30244625648628615,0.030022238695329873
17031550200,Census Tract 5502; Cook County; Illinois,972,65,374,420,87,0.0668724279835391,0.38477366255144035,0.43209876543209874,0.08950617283950617
17031560100,Census Tract 5601; Cook County; Illinois,315,15,140,101,48,0.047619047619047616,0.4444444444444444,0.32063492063492066,0.1523809523809524
17031560200,Census Tract 5602; Cook County; Illinois,519,29,145,293,41,0.055876685934489405,0.279383429672447,0.5645472061657033,0.0789980732177264
17031560300,Census Tract 5603; Cook County; Illinois,1077,215,277,317,217,0.19962859795728877,0.25719591457753016,0.2943361188486537,0.20148560817084493
17031560400,Census Tract 5604; Cook County; Illinois,475,58,61,257,86,0.12210526315789473,0.12842105263157894,0.5410526315789473,0.18105263157894738
17031560700,Census Tract 5607; Cook County; Illinois,1319,92,497,479,129,0.06974981046247157,0.37680060652009095,0.36315390447308565,0.0978013646702047
17031560800,Census Tract 5608; Cook County; Illinois,1947,191,652,793,236,0.09809964047252183,0.33487416538264,0.40729327170005136,0.12121212121212122
17031560900,Census Tract 5609; Cook County; Illinois,1879,49,691,720,269,0.026077700904736562,0.3677488025545503,0.38318254390633316,0.14316125598722726
17031561000,Census Tract 5610; Cook County; Illinois,2294,118,854,785,442,0.05143853530950305,0.3722755013077594,0.3421970357454228,0.1926765475152572
17031561100,Census Tract 5611; Cook County; Illinois,2184,122,726,1076,161,0.055860805860805864,0.3324175824175824,0.4926739926739927,0.07371794871794872
17031570100,Census Tract 5701; Cook County; Illinois,442,117,137,128,50,0.2647058823529412,0.30995475113122173,0.2895927601809955,0.11312217194570136
17031570200,Census Tract 5702; Cook County; Illinois,829,309,197,201,97,0.37273823884197826,0.2376357056694813,0.24246079613992763,0.11700844390832328
17031570300,Census Tract 5703; Cook County; Illinois,1901,520,481,632,200,0.2735402419779064,0.25302472382956337,0.33245660178853237,0.10520778537611783
17031570400,Census Tract 5704; Cook County; Illinois,635,110,307,145,46,0.1732283464566929,0.48346456692913387,0.2283464566929134,0.07244094488188976
17031570500,Census Tract 5705; Cook County; Illinois,803,97,245,281,146,0.12079701120797011,0.30510585305105853,0.34993773349937735,0.18181818181818182
17031580100,Census Tract 5801; Cook County; Illinois,911,129,506,201,49,0.141602634467618,0.5554335894621295,0.22063666300768386,0.05378704720087816
17031580200,Census Tract 5802; Cook County; Illinois,916,115,519,169,76,0.12554585152838427,0.5665938864628821,0.18449781659388648,0.08296943231441048
17031580300,Census Tract 5803; Cook County; Illinois,777,49,213,318,96,0.06306306306306306,0.27413127413127414,0.4092664092664093,0.12355212355212356
17031580400,Census Tract 5804; Cook County; Illinois,1502,184,649,365,235,0.12250332889480692,0.43209054593874835,0.24300932090545938,0.15645805592543274
17031580501,Census Tract 5805.01; Cook County; Illinois,1627,274,798,323,139,0.1684081130915796,0.49047326367547633,0.19852489244007376,0.08543331284572833
17031580502,Census Tract 5805.02; Cook County; Illinois,1454,277,498,395,134,0.1905089408528198,0.3425034387895461,0.2716643741403026,0.0921595598349381
17031580600,Census Tract 5806; Cook County; Illinois,1675,230,590,659,116,0.1373134328358209,0.3522388059701492,0.3934328358208955,0.06925373134328358
17031580700,Census Tract 5807; Cook County; Illinois,1649,243,669,549,63,0.14736203759854458,0.4057004244996968,0.3329290479078229,0.03820497271073378
17031580800,Census Tract 5808; Cook County; Illinois,606,51,307,156,92,0.08415841584158416,0.5066006600660066,0.25742574257425743,0.15181518151815182
17031590500,Census Tract 5905; Cook County; Illinois,775,150,399,169,49,0.1935483870967742,0.5148387096774194,0.21806451612903227,0.06322580645161291
17031590600,Census Tract 5906; Cook County; Illinois,1451,196,530,565,147,0.13507925568573398,0.36526533425223984,0.3893866299104066,0.10130944176430048
