geoid,tract_name,median_income
17031480200,Census Tract 4802; Cook County; Illinois,49667.0
17031480300,Census Tract 4803; Cook County; Illinois,54268.0
17031480400,Census Tract 4804; Cook County; Illinois,78064.0
17031480500,Census Tract 4805; Cook County; Illinois,59484.0
17031490200,Census Tract 4902; Cook County; Illinois,65268.0
17031490500,Census Tract 4905; Cook County; Illinois,78319.0
17031490600,Census Tract 4906; Cook County; Illinois,66927.0
17031490700,Census Tract 4907; Cook County; Illinois,42083.0
17031490800,Census Tract 4908; Cook County; Illinois,47212.0
17031490901,Census Tract 4909.01; Cook County; Illinois,32284.0
17031490902,Census Tract 4909.02; Cook County; Illinois,69471.0
17031491000,Census Tract 4910; Cook County; Illinois,33065.0
17031491100,Census Tract 4911; Cook County; Illinois,77045.0
17031491200,Census Tract 4912; Cook County; Illinois,60417.0
17031491300,Census Tract 4913; Cook County; Illinois,39615.0
17031491400,Census Tract 4914; Cook County; Illinois,38491.0
17031500100,Census Tract 5001; Cook County; Illinois,67708.0
17031500200,Census Tract 5002; Cook County; Illinois,40720.0
17031500300,Census Tract 5003; Cook County; Illinois,51336.0
17031510100,Census Tract 5101; Cook County; Illinois,71276.0
17031510200,Census Tract 5102; Cook County; Illinois,48917.0
17031510300,Census Tract 5103; Cook County; Illinois,30875.0
17031520100,Census Tract 5201; Cook County; Illinois,58713.0
17031520200,Census Tract 5202; Cook County; Illinois,46803.0
17031520300,Census Tract 5203; Cook County; Illinois,54175.0
17031520400,Census Tract 5204; Cook County; Illinois,49494.0
17031520500,Census Tract 5205; Cook County; Illinois,84563.0
17031520600,Census Tract 5206; Cook County; Illinois,70750.0
17031530100,Census Tract 5301; Cook County; Illinois,29747.0
17031530200,Census Tract 5302; Cook County; Illinois,39579.0
17031530300,Census Tract 5303; Cook County; Illinois,56924.0
17031530400,Census Tract 5304; Cook County; Illinois,83836.0
17031530501,Census Tract 5305.01; Cook County; Illinois,41000.0
17031530502,Census Tract 5305.02; Cook County; Illinois,75986.0
17031530503,Census Tract 5305.03; Cook County; Illinois,50405.0
17031530600,Census Tract 5306; Cook County; Illinois,41678.0
17031540101,Census Tract 5401.01; Cook County; Illinois,16176.0
17031540102,Census Tract 5401.02; Cook County; Illinois,24583.0
17031550100,Census Tract 5501; Cook County; Illinois,52174.0
17031550200,Census Tract 5502; Cook County; Illinois,72232.0
17031560100,Census Tract 5601; Cook County; Illinois,69491.0
17031560200,Census Tract 5602; Cook County; Illinois,73125.0
17031560300,Census Tract 5603; Cook County; Illinois,61979.0
17031560400,Census Tract 5604; Cook County; Illinois,74554.0
17031560700,Census Tract 5607; Cook County; Illinois,80573.0
17031560800,Census Tract 5608; Cook County; Illinois,105886.0
17031560900,Census Tract 5609; Cook County; Illinois,106487.0
17031561000,Census Tract 5610; Cook County; Illinois,85741.0
17031561100,Census Tract 5611; Cook County; Illinois,107857.0
17031570100,Census Tract 5701; Cook County; Illinois,73462.0
17031570200,Census Tract 5702; Cook County; Illinois,
17031570300,Census Tract 5703; Cook County; Illinois,60139.0
17031570400,Census Tract 5704; Cook County; Illinois,72263.0
17031570500,Census Tract 5705; Cook County; Illinois,74899.0
17031580100,Census Tract 5801; Cook County; Illinois,49323.0
17031580200,Census Tract 5802; Cook County; Illinois,36010.0
17031580300,Census Tract 5803; Cook County; Illinois,83029.0
17031580400,Census Tract 5804; Cook County; Illinois,56190.0
17031580501,Census Tract 5805.01; Cook County; Illinois,52757.0
17031580502,Census Tract 5805.02; Cook County; Illinois,59803.0
17031580600,Census Tract 5806; Cook County; Illinois,67297.0
17031580700,Census Tract 5807; Cook County; Illinois,59399.0
17031580800,Census Tract 5808; Cook County; Illinois,67679.0
17031590500,Census Tract 5905; Cook County; Illinois,72383.0
17031590600,Census Tract 5906; Cook County; Illinois,78137.0
17031590700,Census Tract 5907; Cook County; Illinois,77344.0
17031600400,Census Tract 6004; Cook County; Illinois,63497.0
17031600600,Census Tract 6006; Cook County; Illinois,72210.0
17031600700,Census Tract 6007; Cook County; Illinois,68237.0
17031600900,Census Tract 6009; Cook County; Illinois,62049.0
17031610300,Census Tract 6103; Cook County; Illinois,49901.0
17031610400,Census Tract 6104; Cook County; Illinois,35938.0
17031610800,Census Tract 6108; Cook County; Illinois,125250.0
17031611200,Census Tract 6112; Cook County; Illinois,41480.0
17031611300,Census Tract 6113; Cook County; Illinois,48351.0
17031611400,Census Tract 6114; Cook County; Illinois,32056.0
17031611500,Census Tract 6115; Cook County; Illinois,42353.0
17031611600,Census Tract 6116; Cook County; Illinois,52692.0
17031611700,Census Tract 6117; Cook County; Illinois,
17031611800,Census Tract 6118; Cook County; Illinois,50250.0
17031611900,Census Tract 6119; Cook County; Illinois,39375.0
17031612000,Census Tract 6120; Cook County; Illinois,57396.0
17031612100,Census Tract 6121; Cook County; Illinois,25000.0
17031612200,Census Tract 6122; Cook County; Illinois,46227.0
17031620100,Census Tract 6201; Cook County; Illinois,85256.0
17031620200,Census Tract 6202; Cook County; Illinois,64107.0
17031620300,Census Tract 6203; Cook County; Illinois,71319.0
17031620400,Census Tract 6204; Cook County; Illinois,62000.0
17031630300,Census Tract 6303; Cook County; Illinois,64871.0
17031630400,Census Tract 6304; Cook County; Illinois,58147.0
17031630500,Census Tract 6305; Cook County; Illinois,53235.0
17031630600,Census Tract 6306; Cook County; Illinois,48398.0
17031630800,Census Tract 6308; Cook County; Illinois,72582.0
17031630900,Census Tract 6309; Cook County; Illinois,49922.0
17031640100,Census Tract 6401; Cook County; Illinois,67585.0
17031640300,Census Tract 6403; Cook County; Illinois,86900.0
17031640400,Census Tract 6404; Cook County; Illinois,93488.0
17031640500,Census Tract 6405; Cook County; Illinois,76250.0
17031640600,Census Tract 6406; Cook County; Illinois,74773.0
17031640700,Census Tract 6407; Cook County; Illinois,78533.0
17031640800,Census Tract 6408; Cook County; Illinois,40556.0
17031650100,Census Tract 6501; Cook County; Illinois,65852.0
17031650200,Census Tract 6502; Cook County; Illinois,93041.0
17031650301,Census Tract 6503.01; Cook County; Illinois,53750.0
17031650302,Census Tract 6503.02; Cook County; Illinois,65833.0
17031650400,Census Tract 6504; Cook County; Illinois,82758.0
17031650500,Census Tract 6505; Cook County; Illinois,64432.0
17031660301,Census Tract 6603.01; Cook County; Illinois,28846.0
17031660302,Census Tract 6603.02; Cook County; Illinois,49101.0
17031660400,Census Tract 6604; Cook County; Illinois,50710.0
17031660500,Census Tract 6605; Cook County; Illinois,66944.0
17031660600,Census Tract 6606; Cook County; Illinois,39913.0
17031660700,Census Tract 6607; Cook County; Illinois,32864.0
17031660800,Census Tract 6608; Cook County; Illinois,43569.0
17031660900,Census Tract 6609; Cook County; Illinois,45572.0
17031661000,Census Tract 6610; Cook County; Illinois,49652.0
17031661100,Census Tract 6611; Cook County; Illinois,69196.0
17031670100,Census Tract 6701; Cook County; Illinois,36313.0
17031670200,Census Tract 6702; Cook County; Illinois,96152.0
17031670300,Census Tract 6703; Cook County; Illinois,35038.0
17031670400,Census Tract 6704; Cook County; Illinois,33482.0
17031670500,Census Tract 6705; Cook County; Illinois,29856.0
17031670600,Census Tract 6706; Cook County; Illinois,39000.0
17031670700,Census Tract 6707; Cook County; Illinois,29541.0
17031670800,Census Tract 6708; Cook County; Illinois,43145.0
17031670900,Census Tract 6709; Cook County; Illinois,30542.0
17031671100,Census Tract 6711; Cook County; Illinois,15735.0
17031671200,Census Tract 6712; Cook County; Illinois,42143.0
17031671300,Census Tract 6713; Cook County; Illinois,29563.0
17031671400,Census Tract 6714; Cook County; Illinois,29469.0
17031671500,Census Tract 6715; Cook County; Illinois,43203.0
17031671600,Census Tract 6716; Cook County; Illinois,25849.0
17031671800,Census Tract 6718; Cook County; Illinois,52125.0
17031671900,Census Tract 6719; Cook County; Illinois,36337.0
17031672000,Census Tract 6720; Cook County; Illinois,45192.0
17031680500,Census Tract 6805; Cook County; Illinois,42639.0
17031680600,Census Tract 6806; Cook County; Illinois,52237.0
17031680900,Census Tract 6809; Cook County; Illinois,18333.0
17031681000,Census Tract 6810; Cook County; Illinois,27844.0
17031681100,Census Tract 6811; Cook County; Illinois,36083.0
17031681200,Census Tract 6812; Cook County; Illinois,23250.0
17031681300,Census Tract 6813; Cook County; Illinois,21888.0
17031681400,Census Tract 6814; Cook County; Illinois,51835.0
17031690300,Census Tract 6903; Cook County; Illinois,34978.0
17031690400,Census Tract 6904; Cook County; Illinois,46313.0
17031690500,Census Tract 6905; Cook County; Illinois,57841.0
17031690900,Census Tract 6909; Cook County; Illinois,36927.0
17031691000,Census Tract 6910; Cook County; Illinois,64361.0
17031691100,Census Tract 6911; Cook County; Illinois,55170.0
17031691200,Census Tract 6912; Cook County; Illinois,34444.0
17031691300,Census Tract 6913; Cook County; Illinois,55203.0
17031691400,Census Tract 6914; Cook County; Illinois,35495.0
17031691500,Census Tract 6915; Cook County; Illinois,24101.0
17031700100,Census Tract 7001; Cook County; Illinois,79659.0
17031700200,Census Tract 7002; Cook County; Illinois,74125.0
17031700301,Census Tract 7003.01; Cook County; Illinois,84667.0
17031700302,Census Tract 7003.02; Cook County; Illinois,86000.0
17031700401,Census Tract 7004.01; Cook County; Illinois,94313.0
17031700402,Census Tract 7004.02; Cook County; Illinois,98152.0
17031700501,Census Tract 7005.01; Cook County; Illinois,64739.0
17031700502,Census Tract 7005.02; Cook County; Illinois,97624.0
17031710100,Census Tract 7101; Cook County; Illinois,28287.0
17031710200,Census Tract 7102; Cook County; Illinois,30871.0
17031710300,Census Tract 7103; Cook County; Illinois,54886.0
17031710400,Census Tract 7104; Cook County; Illinois,43986.0
17031710500,Census Tract 7105; Cook County; Illinois,44973.0
17031710600,Census Tract 7106; Cook County; Illinois,42132.0
17031710700,Census Tract 7107; Cook County; Illinois,40938.0
17031710800,Census Tract 7108; Cook County; Illinois,37580.0
17031710900,Census Tract 7109; Cook County; Illinois,48867.0
17031711000,Census Tract 7110; Cook County; Illinois,55197.0
17031711100,Census Tract 7111; Cook County; Illinois,49688.0
17031711200,Census Tract 7112; Cook County; Illinois,60433.0
17031711300,Census Tract 7113; Cook County; Illinois,76524.0
17031711400,Census Tract 7114; Cook County; Illinois,59188.0
17031711500,Census Tract 7115; Cook County; Illinois,52885.0
17031720100,Census Tract 7201; Cook County; Illinois,149180.0
17031720200,Census Tract 7202; Cook County; Illinois,121080.0
17031720300,Census Tract 7203; Cook County; Illinois,136914.0
17031720400,Census Tract 7204; Cook County; Illinois,122396.0
17031720500,Census Tract 7205; Cook County; Illinois,111250.0
17031720600,Census Tract 7206; Cook County; Illinois,156927.0
17031720700,Census Tract 7207; Cook County; Illinois,98897.0
17031730100,Census Tract 7301; Cook County; Illinois,57200.0
17031730201,Census Tract 7302.01; Cook County; Illinois,61432.0
17031730202,Census Tract 7302.02; Cook County; Illinois,81250.0
17031730300,Census Tract 7303; Cook County; Illinois,45278.0
17031730400,Census Tract 7304; Cook County; Illinois,88365.0
17031730500,Census Tract 7305; Cook County; Illinois,64566.0
17031730600,Census Tract 7306; Cook County; Illinois,80500.0
17031730700,Census Tract 7307; Cook County; Illinois,67500.0
17031740100,Census Tract 7401; Cook County; Illinois,109375.0
17031740200,Census Tract 7402; Cook County; Illinois,124161.0
17031740300,Census Tract 7403; Cook County; Illinois,124250.0
17031740400,Census Tract 7404; Cook County; Illinois,91042.0
17031750100,Census Tract 7501; Cook County; Illinois,53273.0
17031750200,Census Tract 7502; Cook County; Illinois,79464.0
17031750300,Census Tract 7503; Cook County; Illinois,120643.0
17031750400,Census Tract 7504; Cook County; Illinois,108788.0
17031750500,Census Tract 7505; Cook County; Illinois,68615.0
17031750600,Census Tract 7506; Cook County; Illinois,58494.0
17031760801,Census Tract 7608.01; Cook County; Illinois,75625.0
17031760802,Census Tract 7608.02; Cook County; Illinois,93313.0
17031760803,Census Tract 7608.03; Cook County; Illinois,68276.0
17031770201,Census Tract 7702.01; Cook County; Illinois,90717.0
17031770202,Census Tract 7702.02; Cook County; Illinois,89615.0
17031770300,Census Tract 7703; Cook County; Illinois,80568.0
17031770400,Census Tract 7704; Cook County; Illinois,86806.0
17031770500,Census Tract 7705; Cook County; Illinois,59911.0
17031770601,Census Tract 7706.01; Cook County; Illinois,84314.0
17031770602,Census Tract 7706.02; Cook County; Illinois,85913.0
17031770700,Census Tract 7707; Cook County; Illinois,68145.0
17031770800,Census Tract 7708; Cook County; Illinois,79750.0
17031770901,Census Tract 7709.01; Cook County; Illinois,95313.0
17031770902,Census Tract 7709.02; Cook County; Illinois,74318.0
17031800100,Census Tract 8001; Cook County; Illinois,
17031800200,Census Tract 8002; Cook County; Illinois,
17031800300,Census Tract 8003; Cook County; Illinois,
17031800400,Census Tract 8004; Cook County; Illinois,
17031800500,Census Tract 8005; Cook County; Illinois,
17031800600,Census Tract 8006; Cook County; Illinois,
17031800700,Census Tract 8007; Cook County; Illinois,
17031800800,Census Tract 8008; Cook County; Illinois,105688.0
17031800900,Census Tract 8009; Cook County; Illinois,131548.0
17031801000,Census Tract 8010; Cook County; Illinois,172661.0
17031801100,Census Tract 8011; Cook County; Illinois,241174.0
17031801200,Census Tract 8012; Cook County; Illinois,
17031801300,Census Tract 8013; Cook County; Illinois,148967.0
17031801400,Census Tract 8014; Cook County; Illinois,168306.0
17031801500,Census Tract 8015; Cook County; Illinois,139797.0
17031801601,Census Tract 8016.01; Cook County; Illinois,103788.0
17031801603,Census Tract 8016.03; Cook County; Illinois,82135.0
17031801605,Census Tract 8016.05; Cook County; Illinois,181136.0
17031801606,Census Tract 8016.06; Cook County; Illinois,168298.0
17031801607,Census Tract 8016.07; Cook County; Illinois,152500.0
17031801608,Census Tract 8016.08; Cook County; Illinois,138886.0
17031801701,Census Tract 8017.01; Cook County; Illinois,214303.0
17031801702,Census Tract 8017.02; Cook County; Illinois,173750.0
17031801800,Census Tract 8018; Cook County; Illinois,191625.0
17031801901,Census Tract 8019.01; Cook County; Illinois,91938.0
17031801902,Census Tract 8019.02; Cook County; Illinois,199609.0
17031802002,Census Tract 8020.02; Cook County; Illinois,131217.0
17031802003,Census Tract 8020.03; Cook County; Illinois,153125.0
17031802004,Census Tract 8020.04; Cook County; Illinois,43708.0
17031802100,Census Tract 8021; Cook County; Illinois,169625.0
17031802200,Census Tract 8022; Cook County; Illinois,182827.0
17031802300,Census Tract 8023; Cook County; Illinois,125694.0
17031802402,Census Tract 8024.02; Cook County; Illinois,79375.0
17031802403,Census Tract 8024.03; Cook County; Illinois,85278.0
17031802404,Census Tract 8024.04; Cook County; Illinois,77988.0
17031802503,Census Tract 8025.03; Cook County; Illinois,103482.0
17031802504,Census Tract 8025.04; Cook County; Illinois,89188.0
17031802505,Census Tract 8025.05; Cook County; Illinois,79389.0
17031802506,Census Tract 8025.06; Cook County; Illinois,83971.0
17031802605,Census Tract 8026.05; Cook County; Illinois,115179.0
17031802607,Census Tract 8026.07; Cook County; Illinois,132313.0
17031802608,Census Tract 8026.08; Cook County; Illinois,94583.0
17031802609,Census Tract 8026.09; Cook County; Illinois,69446.0
17031802610,Census Tract 8026.10; Cook County; Illinois,136786.0
17031802701,Census Tract 8027.01; Cook County; Illinois,136510.0
17031802702,Census Tract 8027.02; Cook County; Illinois,104926.0
17031802801,Census Tract 8028.01; Cook County; Illinois,136563.0
17031802802,Census Tract 8028.02; Cook County; Illinois,114955.0
17031802900,Census Tract 8029; Cook County; Illinois,173654.0
17031803005,Census Tract 8030.05; Cook County; Illinois,112455.0
17031803007,Census Tract 8030.07; Cook County; Illinois,105833.0
17031803008,Census Tract 8030.08; Cook County; Illinois,148947.0
17031803010,Census Tract 8030.10; Cook County; Illinois,120417.0
17031803012,Census Tract 8030.12; Cook County; Illinois,79653.0
17031803013,Census Tract 8030.13; Cook County; Illinois,106226.0
17031803014,Census Tract 8030.14; Cook County; Illinois,81019.0
17031803015,Census Tract 8030.15; Cook County; Illinois,103138.0
17031803016,Census Tract 8030.16; Cook County; Illinois,140875.0
17031803017,Census Tract 8030.17; Cook County; Illinois,103529.0
17031803100,Census Tract 8031; Cook County; Illinois,150208.0
17031803200,Census Tract 8032; Cook County; Illinois,98618.0
17031803300,Census Tract 8033; Cook County; Illinois,102095.0
17031803400,Census Tract 8034; Cook County; Illinois,150530.0
17031803500,Census Tract 8035; Cook County; Illinois,142417.0
17031803603,Census Tract 8036.03; Cook County; Illinois,179401.0
17031803604,Census Tract 8036.04; Cook County; Illinois,93692.0
17031803605,Census Tract 8036.05; Cook County; Illinois,103409.0
17031803607,Census Tract 8036.07; Cook County; Illinois,120750.0
17031803608,Census Tract 8036.08; Cook County; Illinois,126574.0
17031803611,Census Tract 8036.11; Cook County; Illinois,71510.0
17031803612,Census Tract 8036.12; Cook County; Illinois,67500.0
17031803613,Census Tract 8036.13; Cook County; Illinois,66745.0
17031803614,Census Tract 8036.14; Cook County; Illinois,61120.0
17031803615,Census Tract 8036.15; Cook County; Illinois,105625.0
17031803616,Census Tract 8036.16; Cook County; Illinois,94786.0
17031803701,Census Tract 8037.01; Cook County; Illinois,82375.0
17031803702,Census Tract 8037.02; Cook County; Illinois,112750.0
17031803800,Census Tract 8038; Cook County; Illinois,131024.0
17031803901,Census Tract 8039.01; Cook County; Illinois,80744.0
17031803902,Census Tract 8039.02; Cook County; Illinois,107533.0
17031804000,Census Tract 8040; Cook County; Illinois,90526.0
17031804102,Census Tract 8041.02; Cook County; Illinois,175204.0
17031804104,Census Tract 8041.04; Cook County; Illinois,147849.0
17031804105,Census Tract 8041.05; Cook County; Illinois,149381.0
17031804106,Census Tract 8041.06; Cook County; Illinois,147500.0
17031804108,Census Tract 8041.08; Cook County; Illinois,91386.0
17031804109,Census Tract 8041.09; Cook County; Illinois,160298.0
17031804202,Census Tract 8042.02; Cook County; Illinois,179270.0
17031804203,Census Tract 8042.03; Cook County; Illinois,235417.0
17031804204,Census Tract 8042.04; Cook County; Illinois,149545.0
17031804305,Census Tract 8043.05; Cook County; Illinois,90813.0
17031804306,Census Tract 8043.06; Cook County; Illinois,103068.0
17031804308,Census Tract 8043.08; Cook County; Illinois,91127.0
17031804309,Census Tract 8043.09; Cook County; Illinois,89918.0
17031804312,Census Tract 8043.12; Cook County; Illinois,173750.0
17031804313,Census Tract 8043.13; Cook County; Illinois,128143.0
17031804314,Census Tract 8043.14; Cook County; Illinois,107031.0
17031804315,Census Tract 8043.15; Cook County; Illinois,94219.0
17031804316,Census Tract 8043.16; Cook County; Illinois,118048.0
17031804403,Census Tract 8044.03; Cook County; Illinois,81100.0
17031804404,Census Tract 8044.04; Cook County; Illinois,83862.0
17031804405,Census Tract 8044.05; Cook County; Illinois,75372.0
17031804406,Census Tract 8044.06; Cook County; Illinois,73024.0
17031804505,Census Tract 8045.05; Cook County; Illinois,90985.0
17031804506,Census Tract 8045.06; Cook County; Illinois,124613.0
17031804508,Census Tract 8045.08; Cook County; Illinois,56319.0
17031804509,Census Tract 8045.09; Cook County; Illinois,94740.0
17031804510,Census Tract 8045.10; Cook County; Illinois,76222.0
17031804511,Census Tract 8045.11; Cook County; Illinois,82667.0
17031804512,Census Tract 8045.12; Cook County; Illinois,154811.0
17031804513,Census Tract 8045.13; Cook County; Illinois,131772.0
17031804514,Census Tract 8045.14; Cook County; Illinois,116250.0
17031804603,Census Tract 8046.03; Cook County; Illinois,94792.0
17031804606,Census Tract 8046.06; Cook County; Illinois,127202.0
17031804607,Census Tract 8046.07; Cook County; Illinois,137633.0
17031804608,Census Tract 8046.08; Cook County; Illinois,123889.0
17031804609,Census Tract 8046.09; Cook County; Illinois,107809.0
17031804610,Census Tract 8046.10; Cook County; Illinois,72346.0
17031804611,Census Tract 8046.11; Cook County; Illinois,77320.0
17031804701,Census Tract 8047.01; Cook County; Illinois,74976.0
17031804705,Census Tract 8047.05; Cook County; Illinois,78160.0
17031804706,Census Tract 8047.06; Cook County; Illinois,121838.0
17031804709,Census Tract 8047.09; Cook County; Illinois,99214.0
17031804710,Census Tract 8047.10; Cook County; Illinois,97917.0
17031804711,Census Tract 8047.11; Cook County; Illinois,91681.0
17031804712,Census Tract 8047.12; Cook County; Illinois,97446.0
17031804713,Census Tract 8047.13; Cook County; Illinois,89857.0
17031804714,Census Tract 8047.14; Cook County; Illinois,110950.0
17031804715,Census Tract 8047.15; Cook County; Illinois,71353.0
17031804716,Census Tract 8047.16; Cook County; Illinois,109856.0
17031804803,Census Tract 8048.03; Cook County; Illinois,92693.0
17031804804,Census Tract 8048.04; Cook County; Illinois,80980.0
17031804805,Census Tract 8048.05; Cook County; Illinois,112522.0
17031804806,Census Tract 8048.06; Cook County; Illinois,92316.0
17031804807,Census Tract 8048.07; Cook County; Illinois,104453.0
17031804808,Census Tract 8048.08; Cook County; Illinois,142667.0
17031804809,Census Tract 8048.09; Cook County; Illinois,113304.0
17031804810,Census Tract 8048.10; Cook County; Illinois,84075.0
17031804901,Census Tract 8049.01; Cook County; Illinois,120685.0
17031804902,Census Tract 8049.02; Cook County; Illinois,127830.0
17031805001,Census Tract 8050.01; Cook County; Illinois,138705.0
17031805002,Census Tract 8050.02; Cook County; Illinois,73736.0
17031805105,Census Tract 8051.05; Cook County; Illinois,82800.0
17031805106,Census Tract 8051.06; Cook County; Illinois,82717.0
17031805107,Census Tract 8051.07; Cook County; Illinois,84728.0
17031805108,Census Tract 8051.08; Cook County; Illinois,76573.0
17031805109,Census Tract 8051.09; Cook County; Illinois,101754.0
17031805110,Census Tract 8051.10; Cook County; Illinois,104129.0
17031805111,Census Tract 8051.11; Cook County; Illinois,57265.0
17031805112,Census Tract 8051.12; Cook County; Illinois,85216.0
17031805201,Census Tract 8052.01; Cook County; Illinois,112656.0
17031805202,Census Tract 8052.02; Cook County; Illinois,100288.0
17031805301,Census Tract 8053.01; Cook County; Illinois,129063.0
17031805302,Census Tract 8053.02; Cook County; Illinois,109122.0
17031805401,Census Tract 8054.01; Cook County; Illinois,131019.0
17031805402,Census Tract 8054.02; Cook County; Illinois,96058.0
17031805501,Census Tract 8055.01; Cook County; Illinois,114053.0
17031805502,Census Tract 8055.02; Cook County; Illinois,155678.0
17031805600,Census Tract 8056; Cook County; Illinois,175875.0
17031805701,Census Tract 8057.01; Cook County; Illinois,176577.0
17031805702,Census Tract 8057.02; Cook County; Illinois,160536.0
17031805801,Census Tract 8058.01; Cook County; Illinois,111690.0
17031805802,Census Tract 8058.02; Cook County; Illinois,136415.0
17031805901,Census Tract 8059.01; Cook County; Illinois,88321.0
17031805902,Census Tract 8059.02; Cook County; Illinois,153182.0
17031806001,Census Tract 8060.01; Cook County; Illinois,60694.0
17031806002,Census Tract 8060.02; Cook County; Illinois,69354.0
17031806004,Census Tract 8060.04; Cook County; Illinois,75704.0
17031806005,Census Tract 8060.05; Cook County; Illinois,103636.0
17031806006,Census Tract 8060.06; Cook County; Illinois,64015.0
17031806102,Census Tract 8061.02; Cook County; Illinois,110227.0
17031806103,Census Tract 8061.03; Cook County; Illinois,110101.0
17031806104,Census Tract 8061.04; Cook County; Illinois,46382.0
17031806201,Census Tract 8062.01; Cook County; Illinois,75563.0
17031806202,Census Tract 8062.02; Cook County; Illinois,76995.0
17031806300,Census Tract 8063; Cook County; Illinois,101078.0
17031806400,Census Tract 8064; Cook County; Illinois,120869.0
17031806501,Census Tract 8065.01; Cook County; Illinois,86813.0
17031806502,Census Tract 8065.02; Cook County; Illinois,80682.0
17031806600,Census Tract 8066; Cook County; Illinois,116563.0
17031806700,Census Tract 8067; Cook County; Illinois,115929.0
17031806801,Census Tract 8068.01; Cook County; Illinois,76726.0
17031806802,Census Tract 8068.02; Cook County; Illinois,115000.0
17031806900,Census Tract 8069; Cook County; Illinois,74036.0
17031807000,Census Tract 8070; Cook County; Illinois,56599.0
17031807100,Census Tract 8071; Cook County; Illinois,160313.0
17031807200,Census Tract 8072; Cook County; Illinois,107500.0
17031807300,Census Tract 8073; Cook County; Illinois,83798.0
17031807400,Census Tract 8074; Cook County; Illinois,88542.0
17031807500,Census Tract 8075; Cook County; Illinois,142313.0
17031807600,Census Tract 8076; Cook County; Illinois,110837.0
17031807700,Census Tract 8077; Cook County; Illinois,67500.0
17031807800,Census Tract 8078; Cook County; Illinois,156771.0
17031807900,Census Tract 8079; Cook County; Illinois,110346.0
17031808001,Census Tract 8080.01; Cook County; Illinois,107500.0
17031808002,Census Tract 8080.02; Cook County; Illinois,105982.0
17031808100,Census Tract 8081; Cook County; Illinois,50974.0
17031808200,Census Tract 8082; Cook County; Illinois,93550.0
17031808301,Census Tract 8083.01; Cook County; Illinois,70880.0
17031808302,Census Tract 8083.02; Cook County; Illinois,86161.0
17031808400,Census Tract 8084; Cook County; Illinois,136645.0
17031808500,Census Tract 8085; Cook County; Illinois,133091.0
17031808600,Census Tract 8086; Cook County; Illinois,159583.0
17031808702,Census Tract 8087.02; Cook County; Illinois,58011.0
17031808800,Census Tract 8088; Cook County; Illinois,160789.0
17031808900,Census Tract 8089; Cook County; Illinois,192577.0
17031809000,Census Tract 8090; Cook County; Illinois,207434.0
17031809100,Census Tract 8091; Cook County; Illinois,105469.0
17031809200,Census Tract 8092; Cook County; Illinois,51978.0
17031809300,Census Tract 8093; Cook County; Illinois,49063.0
17031809401,Census Tract 8094.01; Cook County; Illinois,103269.0
17031809402,Census Tract 8094.02; Cook County; Illinois,60000.0
17031809500,Census Tract 8095; Cook County; Illinois,75620.0
17031809600,Census Tract 8096; Cook County; Illinois,71635.0
17031809700,Census Tract 8097; Cook County; Illinois,131140.0
17031809800,Census Tract 8098; Cook County; Illinois,77694.0
17031809900,Census Tract 8099; Cook County; Illinois,121429.0
17031810000,Census Tract 8100; Cook County; Illinois,119231.0
17031810100,Census Tract 8101; Cook County; Illinois,95483.0
17031810200,Census Tract 8102; Cook County; Illinois,75161.0
17031810301,Census Tract 8103.01; Cook County; Illinois,92130.0
17031810302,Census Tract 8103.02; Cook County; Illinois,121629.0
17031810400,Census Tract 8104; Cook County; Illinois,148750.0
17031810501,Census Tract 8105.01; Cook County; Illinois,88194.0
17031810502,Census Tract 8105.02; Cook County; Illinois,82037.0
17031810600,Census Tract 8106; Cook County; Illinois,80677.0
17031810701,Census Tract 8107.01; Cook County; Illinois,72418.0
17031810702,Census Tract 8107.02; Cook County; Illinois,73750.0
17031810800,Census Tract 8108; Cook County; Illinois,97134.0
17031810900,Census Tract 8109; Cook County; Illinois,56292.0
17031811000,Census Tract 8110; Cook County; Illinois,97868.0
17031811100,Census Tract 8111; Cook County; Illinois,70714.0
17031811200,Census Tract 8112; Cook County; Illinois,75057.0
17031811301,Census Tract 8113.01; Cook County; Illinois,73171.0
17031811302,Census Tract 8113.02; Cook County; Illinois,58426.0
17031811401,Census Tract 8114.01; Cook County; Illinois,89948.0
17031811402,Census Tract 8114.02; Cook County; Illinois,79617.0
17031811500,Census Tract 8115; Cook County; Illinois,77296.0
17031811600,Census Tract 8116; Cook County; Illinois,63311.0
17031811701,Census Tract 8117.01; Cook County; Illinois,74899.0
17031811702,Census Tract 8117.02; Cook County; Illinois,71514.0
17031811800,Census Tract 8118; Cook County; Illinois,96343.0
17031811900,Census Tract 8119; Cook County; Illinois,218500.0
17031812000,Census Tract 8120; Cook County; Illinois,138945.0
17031812100,Census Tract 8121; Cook County; Illinois,123393.0
17031812200,Census Tract 8122; Cook County; Illinois,236250.0
17031812301,Census Tract 8123.01; Cook County; Illinois,93190.0
17031812302,Census Tract 8123.02; Cook County; Illinois,138793.0
17031812400,Census Tract 8124; Cook County; Illinois,
17031812500,Census Tract 8125; Cook County; Illinois,71375.0
17031812600,Census Tract 8126; Cook County; Illinois,78929.0
17031812700,Census Tract 8127; Cook County; Illinois,93375.0
17031812801,Census Tract 8128.01; Cook County; Illinois,72987.0
17031812802,Census Tract 8128.02; Cook County; Illinois,86569.0
