geoid,tract_name,median_income,workers_total,workers_car,workers_public,workers_walk,workers_other,workers_home,pct_car,pct_public,pct_walk,pct_other,pct_home,hh_total,hh_no_vehicle,hh_one_vehicle,hh_two_vehicle,hh_three_plus_vehicle,pct_hh_no_vehicle,pct_hh_one_vehicle,pct_hh_two_vehicle,pct_hh_three_plus_vehicle,mean_travel_time_min
17031681000,Census Tract 6810; Cook County; Illinois,27844.0,756,379,291,0,43,43,0.5013227513227513,0.3849206349206349,0.0,0.0568783068783068,0.0568783068783068,1099,496,386,116,43,0.451319381255687,0.3512283894449499,0.105550500454959,0.0391264786169244,11.883333333333333
17031681100,Census Tract 6811; Cook County; Illinois,36083.0,685,303,131,0,0,240,0.4423357664233576,0.1912408759124087,0.0,0.0,0.3503649635036496,878,206,515,141,16,0.2346241457858769,0.5865603644646925,0.1605922551252847,0.0182232346241457,7.416666666666667
17031681200,Census Tract 6812; Cook County; Illinois,23250.0,605,360,200,0,0,34,0.5950413223140496,0.3305785123966942,0.0,0.0,0.056198347107438,855,400,278,137,12,0.4678362573099415,0.3251461988304093,0.1602339181286549,0.0140350877192982,9.516666666666667
17031681300,Census Tract 6813; Cook County; Illinois,21888.0,582,223,291,0,0,34,0.3831615120274914,0.5,0.0,0.0,0.0584192439862542,893,492,308,64,20,0.5509518477043673,0.3449048152295633,0.0716685330347144,0.0223964165733482,9.133333333333333
17031681400,Census Tract 6814; Cook County; Illinois,51835.0,775,543,204,0,20,8,0.7006451612903226,0.2632258064516129,0.0,0.0258064516129032,0.0103225806451612,653,150,288,115,87,0.229709035222052,0.4410413476263399,0.1761102603369065,0.1332312404287902,12.783333333333331
17031690300,Census Tract 6903; Cook County; Illinois,34978.0,577,347,225,0,0,5,0.6013864818024264,0.389948006932409,0.0,0.0,0.0086655112651646,715,356,269,61,0,0.4979020979020979,0.3762237762237762,0.0853146853146853,0.0,9.533333333333331
17031690400,Census Tract 6904; Cook County; Illinois,46313.0,1449,571,666,0,107,105,0.3940648723257419,0.4596273291925465,0.0,0.0738440303657695,0.072463768115942,1537,703,588,141,105,0.457384515289525,0.3825634352635003,0.0917371502927781,0.0683148991541964,22.4
17031690500,Census Tract 6905; Cook County; Illinois,57841.0,308,233,39,0,0,28,0.7564935064935064,0.1266233766233766,0.0,0.0,0.0909090909090909,331,83,186,13,0,0.2507552870090634,0.5619335347432024,0.039274924471299,0.0,4.666666666666667
17031690900,Census Tract 6909; Cook County; Illinois,36927.0,1625,968,295,0,40,187,0.5956923076923077,0.1815384615384615,0.0,0.0246153846153846,0.115076923076923,1815,614,773,233,182,0.3382920110192837,0.4258953168044077,0.1283746556473829,0.1002754820936639,23.966666666666665
17031691000,Census Tract 6910; Cook County; Illinois,64361.0,991,658,178,53,0,102,0.6639757820383451,0.1796165489404641,0.053481331987891,0.0,0.1029263370332997,1205,499,472,181,0,0.4141078838174274,0.391701244813278,0.150207468879668,0.0,14.816666666666666
17031691100,Census Tract 6911; Cook County; Illinois,55170.0,1216,936,216,0,2,0,0.7697368421052632,0.1776315789473684,0.0,0.0016447368421052,0.0,1191,404,490,234,63,0.3392107472712006,0.4114189756507136,0.1964735516372796,0.052896725440806,20.266666666666666
17031691200,Census Tract 6912; Cook County; Illinois,34444.0,761,399,263,0,0,21,0.5243101182654402,0.3455978975032852,0.0,0.0,0.0275952693823915,822,270,386,138,28,0.3284671532846715,0.4695863746958637,0.1678832116788321,0.0340632603406326,12.333333333333334
17031691300,Census Tract 6913; Cook County; Illinois,55203.0,908,599,210,0,0,91,0.6596916299559471,0.2312775330396475,0.0,0.0,0.1002202643171806,1051,215,624,155,37,0.2045670789724072,0.5937202664129401,0.1474785918173168,0.0352045670789724,13.616666666666667
17031691400,Census Tract 6914; Cook County; Illinois,35495.0,836,437,311,0,5,49,0.5227272727272727,0.3720095693779904,0.0,0.0059808612440191,0.0586124401913875,1307,585,469,235,18,0.4475899005355777,0.3588370313695486,0.1798010711553175,0.0137719969395562,13.116666666666667
17031691500,Census Tract 6915; Cook County; Illinois,24101.0,602,432,91,0,0,79,0.717607973421927,0.1511627906976744,0.0,0.0,0.1312292358803986,884,311,446,92,26,0.3518099547511312,0.504524886877828,0.1040723981900452,0.0294117647058823,8.716666666666667
17031700100,Census Tract 7001; Cook County; Illinois,79659.0,1797,1391,315,16,26,23,0.7740678909293267,0.1752921535893155,0.0089037284362826,0.0144685587089593,0.0127991096271563,1015,81,428,318,158,0.0798029556650246,0.4216748768472906,0.3133004926108374,0.1556650246305418,29.566666666666663
17031700200,Census Tract 7002; Cook County; Illinois,74125.0,3037,2459,270,0,42,243,0.8096806058610471,0.0889035232136977,0.0,0.0138294369443529,0.0800131708923279,1881,141,465,663,361,0.0749601275917065,0.2472089314194577,0.3524720893141946,0.1919191919191919,46.56666666666667
17031700301,Census Tract 7003.01; Cook County; Illinois,84667.0,2536,2093,250,0,2,140,0.8253154574132492,0.0985804416403785,0.0,0.000788643533123,0.0552050473186119,1828,111,476,733,318,0.0607221006564551,0.2603938730853392,0.4009846827133479,0.1739606126914661,39.93333333333333
17031700302,Census Tract 7003.02; Cook County; Illinois,86000.0,2198,1970,121,0,0,107,0.8962693357597816,0.0550500454959053,0.0,0.0,0.048680618744313,1804,140,581,676,299,0.0776053215077605,0.3220620842572062,0.3747228381374722,0.1657427937915742,34.85
17031700401,Census Tract 7004.01; Cook County; Illinois,94313.0,3327,2434,447,0,85,216,0.731590021039976,0.1343552750225428,0.0,0.0255485422302374,0.0649233543733092,1907,131,694,545,400,0.0686942842160461,0.3639223911903513,0.285789197692711,0.2097535395909806,51.85
17031700402,Census Tract 7004.02; Cook County; Illinois,98152.0,1618,980,353,0,0,223,0.6056860321384425,0.2181705809641533,0.0,0.0,0.1378244746600741,1178,192,368,351,259,0.1629881154499151,0.3123938879456706,0.297962648556876,0.2198641765704584,23.25
17031700501,Census Tract 7005.01; Cook County; Illinois,64739.0,2648,1774,664,0,0,210,0.6699395770392749,0.2507552870090634,0.0,0.0,0.0793051359516616,2443,262,1200,678,227,0.1072451903397462,0.4911993450675399,0.27752762996316,0.0929185427752763,40.63333333333333
17031700502,Census Tract 7005.02; Cook County; Illinois,97624.0,1384,1037,71,0,29,199,0.7492774566473989,0.051300578034682,0.0,0.0209537572254335,0.14378612716763,1127,104,362,402,202,0.0922803904170363,0.321206743566992,0.3566992014196983,0.1792369121561668,19.75
17031710100,Census Tract 7101; Cook County; Illinois,28287.0,289,206,37,0,36,10,0.71280276816609,0.1280276816608996,0.0,0.1245674740484429,0.0346020761245674,494,190,260,33,11,0.3846153846153846,0.5263157894736842,0.0668016194331983,0.0222672064777327,4.65
17031710200,Census Tract 7102; Cook County; Illinois,30871.0,1097,634,357,0,0,23,0.577939835916135,0.325432999088423,0.0,0.0,0.0209662716499544,1784,794,795,86,109,0.445067264573991,0.4456278026905829,0.0482062780269058,0.0610986547085201,17.9
17031710300,Census Tract 7103; Cook County; Illinois,54886.0,573,300,147,0,0,87,0.5235602094240838,0.256544502617801,0.0,0.0,0.1518324607329843,533,165,228,76,50,0.3095684803001876,0.4277673545966229,0.1425891181988743,0.0938086303939962,8.1
17031710400,Census Tract 7104; Cook County; Illinois,43986.0,1589,1082,172,0,34,280,0.6809314033983638,0.1082441787287602,0.0,0.0213971050975456,0.1762114537444934,2160,452,1226,403,79,0.2092592592592592,0.5675925925925925,0.1865740740740741,0.036574074074074,21.816666666666663
17031710500,Census Tract 7105; Cook County; Illinois,44973.0,1163,785,282,0,9,87,0.6749785038693035,0.2424763542562338,0.0,0.0077386070507308,0.0748065348237317,1545,422,806,184,113,0.2731391585760517,0.5216828478964401,0.119093851132686,0.0731391585760517,17.933333333333334
17031710600,Census Tract 7106; Cook County; Illinois,42132.0,794,385,384,0,0,25,0.4848866498740554,0.4836272040302267,0.0,0.0,0.0314861460957178,939,356,445,123,5,0.3791267305644302,0.4739084132055378,0.1309904153354632,0.0053248136315228,12.816666666666666
17031710700,Census Tract 7107; Cook County; Illinois,40938.0,1081,716,333,0,0,32,0.6623496762257169,0.3080481036077706,0.0,0.0,0.0296022201665124,1339,332,728,233,17,0.2479462285287528,0.5436893203883495,0.1740104555638536,0.0126960418222554,17.483333333333334
17031710800,Census Tract 7108; Cook County; Illinois,37580.0,1505,1037,291,0,31,116,0.6890365448504984,0.1933554817275747,0.0,0.0205980066445182,0.0770764119601328,1822,790,782,166,34,0.433589462129528,0.429198682766191,0.0911086717892425,0.0186608122941822,23.15
17031710900,Census Tract 7109; Cook County; Illinois,48867.0,723,420,176,0,66,56,0.5809128630705395,0.243430152143845,0.0,0.0912863070539419,0.0774550484094052,765,294,242,122,107,0.3843137254901961,0.3163398692810457,0.1594771241830065,0.1398692810457516,11.116666666666667
17031711000,Census Tract 7110; Cook County; Illinois,55197.0,1132,850,195,0,0,59,0.7508833922261484,0.1722614840989399,0.0,0.0,0.0521201413427561,1250,313,645,220,46,0.2504,0.516,0.176,0.0368,17.883333333333333
17031711100,Census Tract 7111; Cook County; Illinois,49688.0,1108,656,174,0,0,278,0.592057761732852,0.1570397111913357,0.0,0.0,0.2509025270758123,1037,134,506,330,57,0.1292189006750241,0.4879459980713597,0.3182256509161041,0.0549662487945998,13.833333333333334
17031711200,Census Tract 7112; Cook County; Illinois,60433.0,1928,1255,411,0,114,138,0.6509336099585062,0.2131742738589211,0.0,0.0591286307053941,0.0715767634854771,1700,327,614,526,217,0.1923529411764706,0.3611764705882353,0.3094117647058823,0.1276470588235294,29.83333333333333
17031711300,Census Tract 7113; Cook County; Illinois,76524.0,595,465,63,0,6,61,0.7815126050420168,0.1058823529411764,0.0,0.0100840336134453,0.1025210084033613,688,154,261,214,22,0.2238372093023256,0.3793604651162791,0.311046511627907,0.0319767441860465,8.9
17031711400,Census Tract 7114; Cook County; Illinois,59188.0,864,653,139,0,1,43,0.7557870370370371,0.1608796296296296,0.0,0.0011574074074074,0.0497685185185185,878,170,402,220,39,0.1936218678815489,0.4578587699316628,0.2505694760820046,0.0444191343963553,13.683333333333334
17031711500,Census Tract 7115; Cook County; Illinois,52885.0,822,585,160,0,0,77,0.7116788321167883,0.194647201946472,0.0,0.0,0.0936739659367396,818,84,325,382,19,0.1026894865525672,0.3973105134474328,0.4669926650366748,0.0232273838630806,12.416666666666666
17031720100,Census Tract 7201; Cook County; Illinois,149180.0,1311,855,142,0,1,264,0.6521739130434783,0.1083142639206712,0.0,0.0007627765064836,0.2013729977116704,1111,19,323,478,209,0.0171017101710171,0.2907290729072907,0.4302430243024302,0.1881188118811881,17.45
17031720200,Census Tract 7202; Cook County; Illinois,121080.0,1728,913,488,0,34,259,0.5283564814814815,0.2824074074074074,0.0,0.0196759259259259,0.1498842592592592,1547,105,506,676,214,0.0678733031674208,0.3270846800258565,0.4369747899159664,0.1383322559793148,24.48333333333333
17031720300,Census Tract 7203; Cook County; Illinois,136914.0,1725,983,306,19,70,347,0.5698550724637681,0.177391304347826,0.0110144927536231,0.0405797101449275,0.201159420289855,1473,87,552,664,118,0.0590631364562118,0.3747454175152749,0.4507807196198234,0.0801086218601493,22.966666666666665
17031720400,Census Tract 7204; Cook County; Illinois,122396.0,990,819,75,0,8,72,0.8272727272727273,0.0757575757575757,0.0,0.008080808080808,0.0727272727272727,692,42,243,319,62,0.0606936416184971,0.3511560693641618,0.4609826589595375,0.0895953757225433,15.3
17031720500,Census Tract 7205; Cook County; Illinois,111250.0,963,765,133,3,0,62,0.794392523364486,0.1381100726895119,0.0031152647975077,0.0,0.0643821391484942,726,3,272,327,101,0.0041322314049586,0.3746556473829201,0.4504132231404958,0.1391184573002754,15.016666666666667
17031720600,Census Tract 7206; Cook County; Illinois,156927.0,838,663,36,0,0,139,0.7911694510739857,0.0429594272076372,0.0,0.0,0.1658711217183771,633,31,163,342,73,0.0489731437598736,0.2575039494470774,0.5402843601895735,0.1153238546603475,11.65
17031720700,Census Tract 7207; Cook County; Illinois,98897.0,1683,1116,232,0,35,293,0.6631016042780749,0.1378490790255496,0.0,0.0207961972667855,0.1740938799762329,1269,171,496,504,93,0.1347517730496454,0.3908589440504334,0.3971631205673759,0.0732860520094562,23.166666666666668
17031730100,Census Tract 7301; Cook County; Illinois,57200.0,916,613,97,0,12,186,0.6692139737991266,0.1058951965065502,0.0,0.0131004366812227,0.2030567685589519,966,169,541,220,36,0.1749482401656314,0.5600414078674948,0.2277432712215321,0.0372670807453416,12.166666666666666
17031730201,Census Tract 7302.01; Cook County; Illinois,61432.0,2373,1181,644,0,65,345,0.4976822587442056,0.2713864306784661,0.0,0.0273914875684787,0.1453855878634639,2124,500,803,473,348,0.2354048964218455,0.378060263653484,0.2226930320150659,0.1638418079096045,33.8
17031730202,Census Tract 7302.02; Cook County; Illinois,81250.0,1147,794,84,0,0,155,0.6922406277244987,0.073234524847428,0.0,0.0,0.1351351351351351,966,71,439,408,48,0.0734989648033126,0.4544513457556935,0.422360248447205,0.0496894409937888,16.533333333333335
17031730300,Census Tract 7303; Cook County; Illinois,45278.0,355,210,98,0,0,14,0.5915492957746479,0.276056338028169,0.0,0.0,0.0394366197183098,354,94,145,78,37,0.2655367231638418,0.4096045197740113,0.2203389830508474,0.1045197740112994,5.683333333333334
17031730400,Census Tract 7304; Cook County; Illinois,88365.0,1808,1194,273,0,1,291,0.6603982300884956,0.1509955752212389,0.0,0.0005530973451327,0.1609513274336283,1395,203,445,672,47,0.1455197132616487,0.3189964157706093,0.4817204301075269,0.0336917562724014,25.28333333333333
17031730500,Census Tract 7305; Cook County; Illinois,64566.0,1681,1058,474,0,0,149,0.6293872694824509,0.2819750148720999,0.0,0.0,0.0886377156454491,1813,337,702,604,170,0.1858797573083287,0.3872035300606729,0.3331494760066188,0.0937672366243794,25.53333333333333
17031730600,Census Tract 7306; Cook County; Illinois,80500.0,1275,755,69,0,36,284,0.592156862745098,0.0541176470588235,0.0,0.028235294117647,0.2227450980392157,1082,153,411,331,187,0.1414048059149723,0.3798521256931608,0.3059149722735674,0.1728280961182994,16.516666666666666
17031730700,Census Tract 7307; Cook County; Illinois,67500.0,859,676,91,0,0,67,0.7869615832363213,0.1059371362048894,0.0,0.0,0.0779976717112922,774,190,291,211,44,0.2454780361757106,0.375968992248062,0.272609819121447,0.0568475452196382,13.2
17031740100,Census Tract 7401; Cook County; Illinois,109375.0,1409,1218,91,0,0,100,0.8644428672817601,0.0645848119233498,0.0,0.0,0.0709723207948899,1243,19,704,375,125,0.0152855993563958,0.5663716814159292,0.3016894609814964,0.1005631536604988,21.816666666666663
17031740200,Census Tract 7402; Cook County; Illinois,124161.0,2654,2118,184,0,100,252,0.7980406932931424,0.0693293142426526,0.0,0.0376789751318764,0.0949510173323285,2141,165,614,1097,174,0.0770667912190565,0.2867818776272769,0.5123773937412424,0.0812704343764596,40.03333333333333
17031740300,Census Tract 7403; Cook County; Illinois,124250.0,2350,2157,72,0,10,111,0.917872340425532,0.0306382978723404,0.0,0.0042553191489361,0.0472340425531914,1929,38,701,816,286,0.0196993260756868,0.3634007257646449,0.4230171073094868,0.1482633488854328,37.31666666666667
17031740400,Census Tract 7404; Cook County; Illinois,91042.0,2308,1989,53,0,9,257,0.8617850953206239,0.0229636048526863,0.0,0.003899480069324,0.1113518197573656,1899,66,892,707,185,0.0347551342812006,0.4697209057398631,0.3723012111637704,0.0974196945760926,34.18333333333333
17031750100,Census Tract 7501; Cook County; Illinois,53273.0,1229,907,101,0,0,142,0.7379983726606998,0.0821806346623271,0.0,0.0,0.1155410903173311,1559,154,956,259,127,0.0987812700449005,0.6132135984605517,0.1661321359846055,0.0814624759461193,18.116666666666667
17031750200,Census Tract 7502; Cook County; Illinois,79464.0,1512,1209,153,0,5,135,0.7996031746031746,0.1011904761904761,0.0,0.0033068783068783,0.0892857142857142,1466,192,668,466,140,0.1309686221009549,0.4556616643929058,0.3178717598908595,0.0954979536152796,22.95
17031750300,Census Tract 7503; Cook County; Illinois,120643.0,1357,959,87,0,4,298,0.7067059690493737,0.0641120117907148,0.0,0.0029476787030213,0.2196020633750921,988,108,336,412,126,0.1093117408906882,0.340080971659919,0.4170040485829959,0.1275303643724696,17.65
17031750400,Census Tract 7504; Cook County; Illinois,108788.0,1668,1253,44,0,13,308,0.7511990407673861,0.026378896882494,0.0,0.0077937649880095,0.184652278177458,1281,32,570,503,143,0.0249804839968774,0.4449648711943794,0.3926619828259172,0.111631537861046,22.666666666666668
17031750500,Census Tract 7505; Cook County; Illinois,68615.0,1869,1605,144,0,0,69,0.8587479935794543,0.0770465489566613,0.0,0.0,0.0369181380417335,1980,405,745,605,80,0.2045454545454545,0.3762626262626262,0.3055555555555556,0.0404040404040404,30.0
17031750600,Census Tract 7506; Cook County; Illinois,58494.0,1386,1068,138,0,14,159,0.7705627705627706,0.0995670995670995,0.0,0.0101010101010101,0.1147186147186147,1234,101,806,198,62,0.0818476499189627,0.653160453808752,0.1604538087520259,0.0502431118314424,20.45
17031760801,Census Tract 7608.01; Cook County; Illinois,75625.0,2529,1645,328,0,74,385,0.6504547251878213,0.1296955318307631,0.0,0.0292605773032819,0.1522340846184262,2342,220,1631,439,35,0.0939368061485909,0.6964133219470539,0.1874466268146883,0.0149444918872758,35.733333333333334
17031760802,Census Tract 7608.02; Cook County; Illinois,93313.0,1147,861,161,0,12,113,0.7506538796861377,0.1403661726242371,0.0,0.010462074978204,0.0985178727114211,1169,114,542,400,66,0.097519247219846,0.4636441402908469,0.3421727972626176,0.0564585115483319,17.233333333333334
17031760803,Census Tract 7608.03; Cook County; Illinois,68276.0,3822,3110,355,0,0,357,0.8137100994243851,0.0928833071690214,0.0,0.0,0.0934065934065934,2986,101,1379,1082,245,0.0338245144005358,0.4618218352310784,0.362357669122572,0.0820495646349631,57.75
17031770201,Census Tract 7702.01; Cook County; Illinois,90717.0,3486,2964,70,11,0,414,0.8502581755593803,0.0200803212851405,0.0031554790590935,0.0,0.1187607573149741,2801,197,1143,1089,233,0.0703320242770439,0.4080685469475187,0.3887897179578722,0.0831845769368082,51.2
17031770202,Census Tract 7702.02; Cook County; Illinois,89615.0,2004,1572,0,0,0,239,0.7844311377245509,0.0,0.0,0.0,0.1192614770459081,1942,87,940,794,80,0.044799176107106,0.4840370751802266,0.4088568486096807,0.0411946446961895,29.416666666666668
17031770300,Census Tract 7703; Cook County; Illinois,80568.0,3569,2883,93,15,15,563,0.8077892967217708,0.0260577192490893,0.0042028579434015,0.0042028579434015,0.1577472681423367,2791,108,934,1109,422,0.0386958079541383,0.3346470798996775,0.3973486205661053,0.1512002866356144,50.1
17031770400,Census Tract 7704; Cook County; Illinois,86806.0,2568,2364,39,16,22,127,0.9205607476635514,0.0151869158878504,0.0062305295950155,0.0085669781931464,0.0494548286604361,1656,72,583,651,268,0.0434782608695652,0.3520531400966183,0.3931159420289855,0.1618357487922705,40.68333333333333
17031770500,Census Tract 7705; Cook County; Illinois,59911.0,1870,1823,37,0,0,10,0.9748663101604278,0.0197860962566844,0.0,0.0,0.0053475935828877,1161,9,369,433,333,0.0077519379844961,0.3178294573643411,0.3729543496985357,0.2868217054263566,31.0
17031770601,Census Tract 7706.01; Cook County; Illinois,84314.0,1759,1472,62,12,11,202,0.8368391131324616,0.0352472996020466,0.0068220579874928,0.0062535531552018,0.114837976122797,1126,25,274,500,156,0.0222024866785079,0.2433392539964476,0.4440497335701598,0.1385435168738898,25.95
17031770602,Census Tract 7706.02; Cook County; Illinois,85913.0,2782,2261,95,121,205,81,0.8127246585190511,0.0341480948957584,0.0434938892882818,0.0736879942487419,0.029115744069015,1541,140,508,599,219,0.09085009733939,0.3296560674886437,0.3887086307592472,0.1421155094094743,45.016666666666666
17031770700,Census Tract 7707; Cook County; Illinois,68145.0,1138,991,34,2,26,66,0.8708260105448155,0.0298769771528998,0.0017574692442882,0.0228471001757469,0.0579964850615114,1148,103,557,353,109,0.0897212543554007,0.485191637630662,0.3074912891986063,0.0949477351916376,17.866666666666667
17031770800,Census Tract 7708; Cook County; Illinois,79750.0,2668,2387,38,0,18,143,0.8946776611694153,0.0142428785607196,0.0,0.0067466266866566,0.0535982008995502,2002,107,752,722,249,0.0534465534465534,0.3756243756243756,0.3606393606393606,0.1243756243756243,42.083333333333336
17031770901,Census Tract 7709.01; Cook County; Illinois,95313.0,2401,1831,239,3,0,288,0.7625989171178675,0.0995418575593502,0.0012494793835901,0.0,0.1199500208246563,1936,237,532,821,308,0.1224173553719008,0.274793388429752,0.4240702479338843,0.1590909090909091,35.21666666666667
17031770902,Census Tract 7709.02; Cook County; Illinois,74318.0,1865,1620,23,0,45,170,0.868632707774799,0.0123324396782841,0.0,0.0241286863270777,0.0911528150134048,1582,88,620,569,224,0.0556257901390644,0.3919089759797724,0.3596713021491782,0.1415929203539823,28.25
17031800100,Census Tract 8001; Cook County; Illinois,,948,514,162,0,0,248,0.5421940928270043,0.170886075949367,0.0,0.0,0.2616033755274262,838,26,160,413,188,0.0310262529832935,0.1909307875894988,0.4928400954653938,0.2243436754176611,11.666666666666666
17031800200,Census Tract 8002; Cook County; Illinois,,2398,1119,479,0,84,685,0.4666388657214345,0.1997497914929107,0.0,0.0350291909924937,0.2856547122602168,2195,19,526,1080,361,0.0086560364464692,0.239635535307517,0.4920273348519362,0.1644646924829157,28.55
17031800300,Census Tract 8003; Cook County; Illinois,,1135,443,216,0,46,333,0.3903083700440529,0.1903083700440528,0.0,0.0405286343612334,0.2933920704845815,1136,18,355,451,206,0.0158450704225352,0.3125,0.3970070422535211,0.1813380281690141,13.366666666666667
17031800400,Census Tract 8004; Cook County; Illinois,,1532,830,287,0,26,323,0.54177545691906,0.1873368146214099,0.0,0.0169712793733681,0.2108355091383812,1274,16,283,740,217,0.0125588697017268,0.2221350078492935,0.5808477237048666,0.1703296703296703,20.15
17031800500,Census Tract 8005; Cook County; Illinois,,2312,1090,415,5,28,726,0.4714532871972318,0.1794982698961937,0.0021626297577854,0.0121107266435986,0.3140138408304498,1841,55,426,1000,282,0.0298750678978815,0.2313959804454101,0.5431830526887561,0.1531776208582292,26.433333333333334
17031800600,Census Tract 8006; Cook County; Illinois,,893,323,181,40,13,336,0.3617021276595745,0.2026875699888018,0.0447928331466965,0.0145576707726763,0.3762597984322508,743,0,155,450,102,0.0,0.2086137281292059,0.6056527590847914,0.1372812920592193,9.283333333333331
17031800700,Census Tract 8007; Cook County; Illinois,,2076,1035,320,0,66,624,0.4985549132947977,0.1541425818882466,0.0,0.0317919075144508,0.3005780346820809,1705,99,445,771,260,0.0580645161290322,0.2609970674486803,0.4521994134897361,0.1524926686217008,24.2
17031800800,Census Tract 8008; Cook County; Illinois,105688.0,1076,642,56,0,20,346,0.5966542750929368,0.0520446096654275,0.0,0.0185873605947955,0.3215613382899628,1051,12,399,408,149,0.011417697431018,0.3796384395813511,0.3882017126546147,0.1417697431018078,12.166666666666666
17031800900,Census Tract 8009; Cook County; Illinois,131548.0,1949,1169,356,11,50,349,0.5997947665469472,0.1826577732170343,0.0056439199589533,0.0256541816316059,0.1790661877886095,1726,46,623,852,183,0.0266512166859791,0.3609501738122827,0.4936268829663963,0.1060254924681344,26.666666666666668
17031801000,Census Tract 8010; Cook County; Illinois,172661.0,2180,1122,249,0,72,582,0.5146788990825688,0.1142201834862385,0.0,0.0330275229357798,0.2669724770642201,2045,208,683,991,163,0.1017114914425427,0.3339853300733496,0.4845965770171149,0.0797066014669926,26.633333333333333
17031801100,Census Tract 8011; Cook County; Illinois,241174.0,2280,689,470,0,30,1081,0.3021929824561403,0.2061403508771929,0.0,0.0131578947368421,0.4741228070175438,1559,32,446,833,239,0.0205259781911481,0.2860808210391276,0.5343168697883258,0.1533033996151379,19.98333333333333
17031801200,Census Tract 8012; Cook County; Illinois,,1438,688,122,0,61,518,0.4784422809457579,0.0848400556328233,0.0,0.0424200278164116,0.3602225312934631,1460,72,480,632,232,0.0493150684931506,0.3287671232876712,0.4328767123287671,0.1589041095890411,15.333333333333334
17031801300,Census Tract 8013; Cook County; Illinois,148967.0,1843,759,426,73,29,556,0.411828540423223,0.2311448724905046,0.0396093326098752,0.0157352143244709,0.3016820401519262,1738,144,668,726,190,0.0828538550057537,0.384349827387802,0.4177215189873418,0.1093210586881473,21.45
17031801400,Census Tract 8014; Cook County; Illinois,168306.0,1292,895,105,0,0,292,0.6927244582043344,0.0812693498452012,0.0,0.0,0.2260061919504644,1161,13,453,524,141,0.0111972437553832,0.3901808785529715,0.4513350559862187,0.1214470284237726,16.666666666666668
17031801500,Census Tract 8015; Cook County; Illinois,139797.0,3077,1718,258,0,78,989,0.55833604159896,0.0838479038024049,0.0,0.0253493662658433,0.3214169645758856,2534,174,803,1010,461,0.0686661404893449,0.3168902920284135,0.3985793212312549,0.1819258089976322,34.8
17031801601,Census Tract 8016.01; Cook County; Illinois,103788.0,2021,1401,70,0,41,484,0.6932211776348343,0.0346363186541316,0.0,0.020286986640277,0.23948540326571,1922,252,569,826,257,0.1311134235171696,0.2960457856399583,0.4297606659729448,0.1337148803329864,25.616666666666667
17031801603,Census Tract 8016.03; Cook County; Illinois,82135.0,1645,1287,201,0,21,126,0.782370820668693,0.1221884498480243,0.0,0.0127659574468085,0.076595744680851,1423,241,391,472,298,0.1693605059732958,0.2747716092761771,0.3316936050597329,0.2094167252283907,25.316666666666663
17031801605,Census Tract 8016.05; Cook County; Illinois,181136.0,2920,1832,256,43,101,670,0.6273972602739726,0.0876712328767123,0.0147260273972602,0.0345890410958904,0.2294520547945205,2120,94,489,991,505,0.0443396226415094,0.2306603773584905,0.4674528301886792,0.2382075471698113,37.5
17031801606,Census Tract 8016.06; Cook County; Illinois,168298.0,3758,2531,195,0,22,937,0.6734965407131452,0.0518893028206492,0.0,0.0058541777541245,0.2493347525279404,2800,80,772,1228,436,0.0285714285714285,0.2757142857142857,0.4385714285714285,0.1557142857142857,47.016666666666666
17031801607,Census Tract 8016.07; Cook County; Illinois,152500.0,2749,1905,255,0,0,559,0.6929792651873409,0.092761004001455,0.0,0.0,0.2033466715169152,2032,64,504,1134,209,0.0314960629921259,0.2480314960629921,0.5580708661417323,0.1028543307086614,36.5
17031801608,Census Tract 8016.08; Cook County; Illinois,138886.0,2441,1823,86,11,31,439,0.7468250716919296,0.0352314625153625,0.0045063498566161,0.0126997132322818,0.1798443260958623,2599,165,919,1260,204,0.0634859561369757,0.3535975375144286,0.4848018468641785,0.0784917275875336,33.36666666666667
17031801701,Census Tract 8017.01; Cook County; Illinois,214303.0,1657,1114,123,7,0,413,0.6722993361496681,0.0742305371152685,0.004224502112251,0.0,0.2492456246228123,1171,0,169,732,245,0.0,0.1443210930828352,0.6251067463706234,0.2092228864218616,20.73333333333333
17031801702,Census Tract 8017.02; Cook County; Illinois,173750.0,2306,1332,170,0,72,698,0.577623590633131,0.0737207285342584,0.0,0.03122289679098,0.3026886383347788,1654,62,499,750,199,0.0374848851269649,0.3016928657799274,0.4534461910519952,0.1203143893591293,26.8
17031801800,Census Tract 8018; Cook County; Illinois,191625.0,3038,1621,208,20,32,1116,0.5335747202106649,0.0684660961158657,0.0065832784726793,0.010533245556287,0.3673469387755102,2498,86,625,1148,294,0.0344275420336269,0.2502001601281025,0.4595676541232986,0.1176941553242594,32.03333333333333
17031801901,Census Tract 8019.01; Cook County; Illinois,91938.0,2033,1309,102,0,85,387,0.6438760452533202,0.0501721593703885,0.0,0.0418101328086571,0.190359075258239,2005,68,939,802,174,0.0339152119700748,0.4683291770573566,0.4,0.0867830423940149,27.433333333333334
17031801902,Census Tract 8019.02; Cook County; Illinois,199609.0,1764,1084,162,0,9,438,0.6145124716553289,0.0918367346938775,0.0,0.0051020408163265,0.2482993197278911,1227,0,176,715,282,0.0,0.1434392828035859,0.582722086389568,0.2298288508557457,22.1
