geoid,tract_name,median_income,workers_total,workers_car,workers_public,workers_walk,workers_other,workers_home,pct_car,pct_public,pct_walk,pct_other,pct_home,hh_total,hh_no_vehicle,hh_one_vehicle,hh_two_vehicle,hh_three_plus_vehicle,pct_hh_no_vehicle,pct_hh_one_vehicle,pct_hh_two_vehicle,pct_hh_three_plus_vehicle,mean_travel_time_min
17031140800,Census Tract 1408; Cook County; Illinois,100250.0,3604,1400,1035,43,122,908,0.3884572697003329,0.287180910099889,0.0119311875693673,0.0338512763596004,0.2519422863485017,2669,616,1365,659,11,0.2307980517047583,0.5114275009366804,0.2469089546646684,0.0041213937804421,44.93333333333333
17031150200,Census Tract 1502; Cook County; Illinois,94021.0,3562,2029,786,55,31,552,0.5696238068500842,0.2206625491297024,0.015440763615946,0.0087029758562605,0.1549691184727681,2829,542,1125,929,165,0.1915871332626369,0.3976670201484623,0.328384588193708,0.0583244962884411,50.16666666666666
17031150300,Census Tract 1503; Cook County; Illinois,88125.0,4405,2816,708,0,75,768,0.6392735527809308,0.1607264472190692,0.0,0.0170261066969353,0.1743473325766174,3206,194,1483,1198,222,0.0605115408608858,0.4625701809107923,0.3736743605739239,0.0692451653150343,60.61666666666667
17031150401,Census Tract 1504.01; Cook County; Illinois,93616.0,2549,1887,169,0,43,415,0.740290309925461,0.0663005100039231,0.0,0.0168693605335425,0.1628089446841898,1794,185,602,698,207,0.1031215161649944,0.3355629877369008,0.3890746934225195,0.1153846153846153,35.56666666666667
17031150402,Census Tract 1504.02; Cook County; Illinois,102094.0,2104,1552,233,11,20,264,0.7376425855513308,0.1107414448669201,0.0052281368821292,0.0095057034220532,0.1254752851711026,1355,107,638,390,124,0.0789667896678966,0.4708487084870849,0.2878228782287823,0.0915129151291512,30.666666666666668
17031150501,Census Tract 1505.01; Cook County; Illinois,126806.0,2254,1699,171,0,6,372,0.75377107364685,0.0758651286601597,0.0,0.0026619343389529,0.1650399290150843,1523,33,533,673,177,0.0216677609980302,0.3499671700590939,0.4418910045961917,0.1162179908076165,31.366666666666667
17031150502,Census Tract 1505.02; Cook County; Illinois,69869.0,2239,1698,125,35,24,281,0.7583742742295668,0.0558284948637784,0.0156319785618579,0.0107190710138454,0.125502456453774,1525,186,520,640,131,0.1219672131147541,0.340983606557377,0.419672131147541,0.0859016393442623,32.63333333333333
17031150600,Census Tract 1506; Cook County; Illinois,95045.0,2159,1570,134,0,57,391,0.7271885132005558,0.0620657711903659,0.0,0.0264011116257526,0.1811023622047244,1414,102,483,642,173,0.0721357850070721,0.3415841584158416,0.454031117397454,0.1223479490806223,29.466666666666665
17031150700,Census Tract 1507; Cook County; Illinois,108385.0,2042,1372,366,0,26,257,0.6718903036238981,0.1792360430950049,0.0,0.0127326150832517,0.1258570029382958,1423,70,644,349,258,0.0491918482080112,0.4525650035137034,0.2452565003513703,0.1813070976809557,29.75
17031150800,Census Tract 1508; Cook County; Illinois,79044.0,2423,1538,432,0,40,355,0.634750309533636,0.1782913743293437,0.0,0.0165084605860503,0.1465125877011968,1709,137,666,600,243,0.0801638385020479,0.3897015798712697,0.3510825043885313,0.1421884142773551,34.46666666666667
17031151001,Census Tract 1510.01; Cook County; Illinois,91992.0,1231,907,159,0,0,165,0.7367993501218522,0.1291632818846466,0.0,0.0,0.1340373679935012,887,55,386,324,50,0.0620067643742953,0.4351747463359639,0.3652762119503946,0.0563697857948139,17.766666666666666
17031151002,Census Tract 1510.02; Cook County; Illinois,78851.0,2399,1874,303,0,33,141,0.7811588161734055,0.1263026260942059,0.0,0.0137557315548145,0.058774489370571,1648,257,534,518,214,0.1559466019417475,0.3240291262135922,0.3143203883495146,0.1298543689320388,37.63333333333333
17031151100,Census Tract 1511; Cook County; Illinois,76864.0,2848,2060,528,0,47,187,0.723314606741573,0.1853932584269663,0.0,0.016502808988764,0.0656601123595505,1850,194,931,474,154,0.1048648648648648,0.5032432432432432,0.2562162162162162,0.0832432432432432,44.35
17031151200,Census Tract 1512; Cook County; Illinois,92201.0,2006,1463,299,0,9,235,0.7293120638085743,0.1490528414755732,0.0,0.0044865403788634,0.117148554336989,1303,140,571,417,109,0.1074443591711435,0.4382194934765925,0.3200306983883346,0.0836531082118188,29.516666666666666
17031160100,Census Tract 1601; Cook County; Illinois,111602.0,1445,749,294,0,0,353,0.5183391003460207,0.2034602076124567,0.0,0.0,0.2442906574394463,999,89,492,287,62,0.0890890890890891,0.4924924924924925,0.2872872872872873,0.062062062062062,18.2
17031160200,Census Tract 1602; Cook County; Illinois,128288.0,1908,952,381,0,47,454,0.4989517819706499,0.1996855345911949,0.0,0.0246331236897274,0.2379454926624738,1321,154,534,480,95,0.1165783497350492,0.4042392127176381,0.3633610900832703,0.0719152157456472,24.23333333333333
17031160300,Census Tract 1603; Cook County; Illinois,76083.0,2028,843,483,18,17,593,0.4156804733727811,0.2381656804733727,0.0088757396449704,0.0083826429980276,0.2924063116370808,1792,298,995,461,38,0.1662946428571428,0.5552455357142857,0.2572544642857143,0.0212053571428571,23.916666666666668
17031160400,Census Tract 1604; Cook County; Illinois,72593.0,3004,1912,484,27,45,493,0.6364846870838882,0.1611185086551265,0.008988015978695,0.0149800266311584,0.1641145139813581,2138,436,954,600,148,0.2039289055191768,0.4462114125350795,0.2806361085126286,0.069223573433115,41.85
17031160501,Census Tract 1605.01; Cook County; Illinois,76514.0,1980,1158,385,50,74,164,0.5848484848484848,0.1944444444444444,0.0252525252525252,0.0373737373737373,0.0828282828282828,1410,189,672,468,63,0.1340425531914893,0.4765957446808511,0.3319148936170212,0.0446808510638297,30.266666666666666
17031160502,Census Tract 1605.02; Cook County; Illinois,85500.0,2074,1224,332,53,64,326,0.5901639344262295,0.1600771456123433,0.0255544840887174,0.0308582449373191,0.1571841851494696,1560,206,772,497,46,0.132051282051282,0.4948717948717949,0.3185897435897435,0.0294871794871794,29.133333333333333
17031160601,Census Tract 1606.01; Cook County; Illinois,74310.0,1830,977,260,115,8,423,0.533879781420765,0.1420765027322404,0.0628415300546448,0.0043715846994535,0.2311475409836065,1522,287,781,425,29,0.1885676741130092,0.5131406044678055,0.2792378449408673,0.019053876478318,23.45
17031160602,Census Tract 1606.02; Cook County; Illinois,96324.0,2294,1173,499,33,93,486,0.511333914559721,0.2175239755884917,0.0143853530950305,0.0405405405405405,0.2118570183086312,1578,229,864,423,43,0.1451204055766793,0.5475285171102662,0.2680608365019011,0.0272496831432192,30.133333333333333
17031160700,Census Tract 1607; Cook County; Illinois,89531.0,3575,2215,338,84,68,853,0.6195804195804195,0.0945454545454545,0.0234965034965034,0.019020979020979,0.2386013986013986,2532,325,1545,500,97,0.1283570300157978,0.6101895734597157,0.1974723538704581,0.0383096366508688,45.36666666666667
17031160800,Census Tract 1608; Cook County; Illinois,83148.0,2626,1520,329,37,192,531,0.5788271134805788,0.1252856054836252,0.014089870525514,0.0731150038080731,0.2022086824067022,1878,128,971,635,133,0.068157614483493,0.5170394036208733,0.3381256656017039,0.0708200212992545,34.916666666666664
17031160900,Census Tract 1609; Cook County; Illinois,116063.0,1365,554,352,17,24,418,0.4058608058608058,0.2578754578754579,0.0124542124542124,0.0175824175824175,0.3062271062271062,1037,96,488,371,82,0.0925747348119575,0.4705882352941176,0.3577627772420443,0.0790742526518804,15.783333333333331
17031161000,Census Tract 1610; Cook County; Illinois,113287.0,1207,633,216,16,1,334,0.5244407622203812,0.1789560894780447,0.0132560066280033,0.0008285004142502,0.2767191383595692,823,74,488,177,67,0.0899149453219927,0.5929526123936817,0.2150668286755771,0.0814094775212636,14.55
17031161100,Census Tract 1611; Cook County; Illinois,153750.0,1171,579,163,5,16,371,0.4944491887275832,0.139197267292912,0.0042698548249359,0.013663535439795,0.3168232280102476,750,47,310,316,49,0.0626666666666666,0.4133333333333333,0.4213333333333333,0.0653333333333333,13.333333333333334
17031161200,Census Tract 1612; Cook County; Illinois,76797.0,1513,908,131,20,46,378,0.6001321877065433,0.0865829477858559,0.0132187706543291,0.030403172504957,0.2498347653668209,1089,187,401,423,78,0.1717171717171717,0.3682277318640955,0.3884297520661157,0.071625344352617,18.916666666666668
17031161300,Census Tract 1613; Cook County; Illinois,58425.0,2010,1062,526,35,32,310,0.5283582089552239,0.2616915422885572,0.017412935323383,0.0159203980099502,0.154228855721393,1577,379,617,521,46,0.2403297400126823,0.3912492073557387,0.3303741280913126,0.0291693088142041,28.33333333333333
17031170100,Census Tract 1701; Cook County; Illinois,41699.0,763,675,10,0,0,70,0.8846657929226737,0.0131061598951507,0.0,0.0,0.091743119266055,1085,165,692,218,10,0.152073732718894,0.6377880184331797,0.2009216589861751,0.0092165898617511,11.55
17031170200,Census Tract 1702; Cook County; Illinois,90625.0,1852,1452,149,12,60,113,0.7840172786177105,0.0804535637149028,0.0064794816414686,0.0323974082073434,0.0610151187904967,1293,77,600,264,230,0.0595514307811291,0.4640371229698375,0.2041763341067285,0.1778808971384377,28.98333333333333
17031170300,Census Tract 1703; Cook County; Illinois,95328.0,2524,2086,138,0,8,192,0.8264659270998416,0.054675118858954,0.0,0.0031695721077654,0.0760697305863708,1838,70,641,761,240,0.0380848748639825,0.3487486398258977,0.4140369967355821,0.1305767138193689,38.86666666666667
17031170400,Census Tract 1704; Cook County; Illinois,105524.0,2270,1761,122,0,0,299,0.7757709251101321,0.0537444933920704,0.0,0.0,0.1317180616740088,1609,87,697,541,202,0.0540708514605344,0.4331883157240522,0.3362336855189559,0.1255438160348042,32.85
17031170500,Census Tract 1705; Cook County; Illinois,85395.0,2391,1980,60,0,24,327,0.8281053952321205,0.0250941028858218,0.0,0.0100376411543287,0.1367628607277289,2076,99,963,595,328,0.0476878612716763,0.4638728323699422,0.2866088631984586,0.1579961464354528,34.4
17031170600,Census Tract 1706; Cook County; Illinois,78187.0,1134,906,67,7,7,136,0.798941798941799,0.0590828924162257,0.0061728395061728,0.0061728395061728,0.1199294532627865,965,49,404,345,100,0.0507772020725388,0.4186528497409326,0.3575129533678756,0.1036269430051813,16.633333333333333
17031170700,Census Tract 1707; Cook County; Illinois,82284.0,1542,1200,143,0,28,171,0.7782101167315175,0.0927367055771725,0.0,0.0181582360570687,0.1108949416342412,1153,63,384,480,139,0.054640069384215,0.3330442324371205,0.4163052905464007,0.1205550737207285,22.85
17031170800,Census Tract 1708; Cook County; Illinois,71897.0,2123,1801,147,0,0,131,0.8483278379651437,0.0692416391898257,0.0,0.0,0.0617051342439943,1498,104,526,710,119,0.0694259012016021,0.3511348464619492,0.4739652870493992,0.0794392523364486,33.2
17031170900,Census Tract 1709; Cook County; Illinois,61771.0,992,787,82,0,10,70,0.7933467741935484,0.0826612903225806,0.0,0.0100806451612903,0.0705645161290322,638,64,201,316,57,0.1003134796238244,0.3150470219435736,0.4952978056426332,0.0893416927899686,15.366666666666667
17031171000,Census Tract 1710; Cook County; Illinois,82790.0,3237,2274,307,0,53,259,0.7025023169601483,0.0948409020698177,0.0,0.0163731850478838,0.0800123571207908,2697,179,1097,1010,308,0.0663700407860585,0.4067482387838338,0.3744901742677048,0.1142009640341119,49.63333333333333
17031171100,Census Tract 1711; Cook County; Illinois,94830.0,1962,1687,143,0,11,121,0.8598369011213048,0.0728848114169215,0.0,0.0056065239551478,0.0616717635066258,1343,81,458,434,341,0.0603127326880119,0.3410275502606105,0.3231571109456441,0.2539091586001489,30.683333333333334
17031180100,Census Tract 1801; Cook County; Illinois,97301.0,3583,3157,210,0,0,190,0.8811052190901479,0.05861010326542,0.0,0.0,0.0530281886687133,2289,95,845,852,341,0.0415028396679772,0.3691568370467453,0.3722149410222805,0.1489733508082132,56.55
17031190100,Census Tract 1901; Cook County; Illinois,53717.0,1238,858,220,0,67,66,0.6930533117932148,0.1777059773828756,0.0,0.0541195476575121,0.0533117932148626,857,283,239,192,138,0.3302217036172695,0.278879813302217,0.2240373395565927,0.161026837806301,19.53333333333333
17031190200,Census Tract 1902; Cook County; Illinois,82551.0,2749,2125,294,0,126,125,0.7730083666787922,0.1069479810840305,0.0,0.045834849036013,0.0454710803928701,1623,199,530,522,184,0.1226124460874923,0.3265557609365372,0.321626617375231,0.1133703019100431,43.73333333333333
17031190300,Census Tract 1903; Cook County; Illinois,68281.0,2884,2308,260,42,0,154,0.8002773925104022,0.0901525658807212,0.0145631067961165,0.0,0.0533980582524271,2051,332,822,558,170,0.1618722574353973,0.4007801072647489,0.2720624085811799,0.0828863968795709,45.5
17031190401,Census Tract 1904.01; Cook County; Illinois,104231.0,2317,1737,172,0,16,377,0.7496763055675443,0.0742339231765213,0.0,0.0069054812257229,0.1627104013810962,1292,111,373,444,323,0.0859133126934984,0.2886996904024768,0.3436532507739938,0.25,32.333333333333336
17031190402,Census Tract 1904.02; Cook County; Illinois,60316.0,2333,1827,258,0,82,166,0.7831118731247321,0.110587226746678,0.0,0.035147878268324,0.0711530218602657,1791,257,874,504,76,0.1434952540480178,0.4879955332216639,0.2814070351758794,0.0424343941931881,36.11666666666667
17031190601,Census Tract 1906.01; Cook County; Illinois,73607.0,2065,1623,62,0,112,268,0.785956416464891,0.0300242130750605,0.0,0.0542372881355932,0.1297820823244552,1001,58,345,348,79,0.0579420579420579,0.3446553446553446,0.3476523476523476,0.0789210789210789,29.95
17031190602,Census Tract 1906.02; Cook County; Illinois,73315.0,2322,1721,403,12,61,111,0.7411714039621017,0.173557278208441,0.0051679586563307,0.0262704565030146,0.0478036175710594,1581,134,663,609,115,0.0847564832384566,0.4193548387096774,0.3851992409867172,0.0727387729285262,36.85
17031190701,Census Tract 1907.01; Cook County; Illinois,67868.0,1237,936,206,0,32,44,0.7566693613581245,0.1665319320937752,0.0,0.0258690379951495,0.0355699272433306,889,118,358,352,61,0.1327334083239595,0.4026996625421822,0.3959505061867266,0.0686164229471316,19.883333333333333
17031190702,Census Tract 1907.02; Cook County; Illinois,65551.0,2087,1513,368,0,99,45,0.7249640632486823,0.1763296597987542,0.0,0.0474365117393387,0.0215620507906085,1501,323,542,384,234,0.2151898734177215,0.3610926049300466,0.2558294470353098,0.1558960692871419,34.03333333333333
17031190800,Census Tract 1908; Cook County; Illinois,56311.0,2711,2296,180,149,24,28,0.8469199557358909,0.0663961637772039,0.0549612689044633,0.0088528218369605,0.0103282921431206,1907,274,831,537,87,0.1436811746198217,0.4357629785002622,0.2815941269008915,0.0456213948610382,44.71666666666667
17031190900,Census Tract 1909; Cook County; Illinois,64375.0,682,566,81,21,0,14,0.8299120234604106,0.1187683284457478,0.0307917888563049,0.0,0.0205278592375366,611,90,300,153,32,0.1472995090016366,0.4909983633387889,0.2504091653027823,0.0523731587561374,11.133333333333333
17031191000,Census Tract 1910; Cook County; Illinois,66632.0,1105,869,119,10,0,93,0.7864253393665158,0.1076923076923077,0.0090497737556561,0.0,0.0841628959276018,731,84,313,175,85,0.1149110807113543,0.4281805745554035,0.2393980848153215,0.1162790697674418,16.866666666666667
17031191100,Census Tract 1911; Cook County; Illinois,53683.0,2584,2084,353,0,0,147,0.8065015479876161,0.136609907120743,0.0,0.0,0.0568885448916408,1898,250,822,607,132,0.1317175974710221,0.4330874604847207,0.3198103266596417,0.0695468914646996,40.61666666666667
17031191200,Census Tract 1912; Cook County; Illinois,64688.0,1259,1057,103,0,0,99,0.8395552025416998,0.0818109610802224,0.0,0.0,0.0786338363780778,1077,152,489,322,103,0.1411327762302692,0.4540389972144846,0.2989786443825441,0.0956360259981429,19.33333333333333
17031191301,Census Tract 1913.01; Cook County; Illinois,65240.0,2554,2074,259,0,21,169,0.8120595144870791,0.1014095536413469,0.0,0.0082223962411902,0.0661707126076742,1587,262,596,389,168,0.1650913673597983,0.3755513547574039,0.2451165721487082,0.10586011342155,39.75
17031191302,Census Tract 1913.02; Cook County; Illinois,58208.0,2048,1415,370,0,78,143,0.69091796875,0.1806640625,0.0,0.0380859375,0.06982421875,1180,292,398,291,115,0.247457627118644,0.3372881355932203,0.2466101694915254,0.097457627118644,31.75
17031200100,Census Tract 2001; Cook County; Illinois,72417.0,1755,1163,190,50,39,313,0.6626780626780627,0.1082621082621082,0.0284900284900284,0.0222222222222222,0.1783475783475783,1297,196,547,396,75,0.1511179645335389,0.4217424826522745,0.3053199691595991,0.0578257517347725,24.03333333333333
17031200200,Census Tract 2002; Cook County; Illinois,65599.0,2339,1735,303,12,83,206,0.741769987174006,0.1295425395468148,0.0051303976058144,0.0354852501068832,0.0880718255664814,1728,276,656,563,53,0.1597222222222222,0.3796296296296296,0.3258101851851852,0.0306712962962962,35.55
17031200300,Census Tract 2003; Cook County; Illinois,39740.0,838,665,84,0,12,66,0.7935560859188544,0.1002386634844868,0.0,0.0143198090692124,0.0787589498806682,721,25,548,89,26,0.0346740638002773,0.7600554785020804,0.1234396671289875,0.0360610263522884,12.866666666666667
17031200401,Census Tract 2004.01; Cook County; Illinois,73384.0,1444,922,273,27,0,166,0.6385041551246537,0.1890581717451523,0.0186980609418282,0.0,0.1149584487534626,931,93,431,255,104,0.0998925886143931,0.4629430719656283,0.2738990332975295,0.1117078410311493,21.3
17031200402,Census Tract 2004.02; Cook County; Illinois,77091.0,2512,1854,343,16,101,198,0.7380573248407644,0.1365445859872611,0.0063694267515923,0.0402070063694267,0.0788216560509554,1340,26,506,411,257,0.0194029850746268,0.3776119402985075,0.3067164179104477,0.1917910447761194,38.56666666666667
17031210100,Census Tract 2101; Cook County; Illinois,115705.0,2980,1623,513,37,147,638,0.5446308724832215,0.1721476510067114,0.0124161073825503,0.0493288590604026,0.2140939597315436,1758,135,890,606,89,0.0767918088737201,0.5062571103526735,0.3447098976109215,0.0506257110352673,39.03333333333333
17031210400,Census Tract 2104; Cook County; Illinois,64665.0,1322,916,171,7,4,211,0.6928895612708018,0.1293494704992435,0.0052950075642965,0.0030257186081694,0.1596066565809379,967,187,461,276,43,0.1933815925542916,0.4767321613236815,0.2854188210961737,0.0444674250258531,18.516666666666666
17031210501,Census Tract 2105.01; Cook County; Illinois,74886.0,1865,786,640,0,84,355,0.4214477211796246,0.3431635388739946,0.0,0.0450402144772117,0.1903485254691689,1376,256,729,286,80,0.1860465116279069,0.529796511627907,0.2078488372093023,0.0581395348837209,25.166666666666668
17031210502,Census Tract 2105.02; Cook County; Illinois,79857.0,2468,1324,540,60,73,449,0.5364667747163695,0.2188006482982172,0.0243111831442463,0.029578606158833,0.1819286871961102,1516,198,721,477,96,0.1306068601583113,0.4755936675461741,0.3146437994722955,0.0633245382585752,33.65
17031210601,Census Tract 2106.01; Cook County; Illinois,90357.0,1597,761,566,60,21,189,0.4765184721352536,0.3544145272385723,0.0375704445835942,0.0131496556042579,0.1183469004383218,1142,234,618,207,77,0.2049036777583187,0.5411558669001751,0.1812609457092819,0.0674255691768826,23.466666666666665
17031210602,Census Tract 2106.02; Cook County; Illinois,93589.0,2707,1566,549,49,62,473,0.5785001847063169,0.2028075360177318,0.0181012190616919,0.0229035833025489,0.1747321758404137,1682,391,800,325,137,0.232461355529132,0.4756242568370987,0.1932223543400713,0.0814506539833531,37.23333333333333
17031210700,Census Tract 2107; Cook County; Illinois,100151.0,2349,1210,357,138,124,520,0.5151128139633887,0.1519795657726692,0.0587484035759897,0.0527884206045125,0.2213707960834397,1560,311,789,388,13,0.1993589743589743,0.5057692307692307,0.2487179487179487,0.0083333333333333,30.48333333333333
17031210800,Census Tract 2108; Cook County; Illinois,92375.0,681,347,129,14,76,102,0.5095447870778267,0.1894273127753304,0.0205580029368575,0.1116005873715124,0.1497797356828193,435,54,221,131,29,0.1241379310344827,0.5080459770114942,0.3011494252873563,0.0666666666666666,9.65
17031210900,Census Tract 2109; Cook County; Illinois,106083.0,1977,838,307,172,58,570,0.4238745574102175,0.1552857865452706,0.0870005058168942,0.0293373798684876,0.2883156297420334,1512,192,839,433,40,0.1269841269841269,0.5548941798941799,0.2863756613756614,0.0264550264550264,23.45
17031220300,Census Tract 2203; Cook County; Illinois,94654.0,1457,665,302,35,25,405,0.456417295813315,0.2072752230610844,0.0240219629375428,0.0171585449553877,0.2779684282772821,975,130,552,267,18,0.1333333333333333,0.5661538461538461,0.2738461538461538,0.0184615384615384,17.533333333333335
17031220400,Census Tract 2204; Cook County; Illinois,124613.0,1540,573,223,56,27,661,0.372077922077922,0.1448051948051948,0.0363636363636363,0.0175324675324675,0.4292207792207792,1150,230,614,289,17,0.2,0.5339130434782609,0.2513043478260869,0.0147826086956521,14.65
17031220500,Census Tract 2205; Cook County; Illinois,107857.0,1974,767,563,38,40,556,0.3885511651469098,0.2852077001013171,0.0192502532928064,0.0202634245187436,0.281661600810537,1420,333,776,238,65,0.2345070422535211,0.5464788732394367,0.1676056338028169,0.0457746478873239,23.633333333333333
17031220601,Census Tract 2206.01; Cook County; Illinois,130500.0,1117,327,377,27,10,376,0.2927484333034915,0.3375111906893465,0.0241718889883616,0.0089525514771709,0.3366159355416294,754,149,370,203,16,0.1976127320954907,0.4907161803713528,0.2692307692307692,0.0212201591511936,12.35
17031220602,Census Tract 2206.02; Cook County; Illinois,71207.0,2907,910,1146,84,0,745,0.3130374957000344,0.3942208462332301,0.0288957688338493,0.0,0.2562779497764018,2674,1279,1044,261,63,0.4783096484667165,0.3904263275991024,0.0976065818997756,0.0235602094240837,36.03333333333333
17031220701,Census Tract 2207.01; Cook County; Illinois,79948.0,1891,1012,380,68,33,398,0.5351665785298784,0.2009518773135906,0.0359598096245372,0.017451084082496,0.2104706504494976,1141,212,613,272,34,0.1858019281332164,0.537248028045574,0.2383873794916739,0.0297984224364592,24.883333333333333
17031220702,Census Tract 2207.02; Cook County; Illinois,80452.0,2229,1150,350,27,11,656,0.515926424405563,0.1570210856886496,0.0121130551816958,0.0049349484073575,0.294302377747869,1657,300,811,371,114,0.1810500905250452,0.4894387447193724,0.2238986119493059,0.0687990343995172,26.216666666666665
17031220901,Census Tract 2209.01; Cook County; Illinois,83681.0,1589,821,305,71,34,358,0.5166771554436753,0.1919446192573946,0.0446821900566394,0.0213971050975456,0.2252989301447451,1032,206,590,150,50,0.1996124031007752,0.5717054263565892,0.1453488372093023,0.0484496124031007,20.516666666666666
17031220902,Census Tract 2209.02; Cook County; Illinois,78304.0,1640,926,304,47,92,230,0.5646341463414634,0.1853658536585365,0.0286585365853658,0.0560975609756097,0.1402439024390244,1055,100,470,374,104,0.0947867298578199,0.4454976303317535,0.3545023696682464,0.0985781990521327,23.5
17031221000,Census Tract 2210; Cook County; Illinois,89044.0,1595,935,285,86,48,238,0.5862068965517241,0.1786833855799373,0.0539184952978056,0.0300940438871473,0.1492163009404388,1100,142,629,267,52,0.1290909090909091,0.5718181818181818,0.2427272727272727,0.0472727272727272,22.616666666666667
17031221100,Census Tract 2211; Cook County; Illinois,96514.0,2828,1192,532,10,60,958,0.4214992927864215,0.1881188118811881,0.0035360678925035,0.0212164073550212,0.3387553041018387,2037,373,1262,235,135,0.1831124202258222,0.6195385370643103,0.1153657339224349,0.0662739322533137,31.166666666666668
17031221200,Census Tract 2212; Cook County; Illinois,126481.0,1959,744,434,138,61,568,0.3797856049004594,0.2215416028586013,0.0704441041347626,0.0311383358856559,0.2899438489025013,1298,274,697,298,29,0.2110939907550077,0.536979969183359,0.2295839753466872,0.022342064714946,23.183333333333334
17031221300,Census Tract 2213; Cook County; Illinois,87432.0,1857,749,403,46,23,605,0.403338718362951,0.2170166935918147,0.0247711362412493,0.0123855681206246,0.3257942918686052,1479,463,605,288,92,0.3130493576741041,0.4090601757944557,0.1947261663286004,0.0622041920216362,20.866666666666667
17031221400,Census Tract 2214; Cook County; Illinois,108789.0,2145,699,655,48,42,661,0.3258741258741259,0.3053613053613053,0.0223776223776223,0.0195804195804195,0.3081585081585081,1529,436,735,313,28,0.2851536952256376,0.4807063440156965,0.2047089601046435,0.0183126226291693,24.73333333333333
17031221500,Census Tract 2215; Cook County; Illinois,72292.0,1625,711,434,20,63,372,0.4375384615384615,0.2670769230769231,0.0123076923076923,0.0387692307692307,0.2289230769230769,1442,538,629,246,29,0.3730929264909847,0.4361997226074895,0.1705963938973647,0.0201109570041608,20.883333333333333
17031221600,Census Tract 2216; Cook County; Illinois,138152.0,2083,681,589,30,86,615,0.3269323091694671,0.2827652424387902,0.0144023043686989,0.0412866058569371,0.2952472395583293,1368,259,618,380,96,0.1893274853801169,0.4517543859649123,0.2777777777777778,0.0701754385964912,24.466666666666665
17031222200,Census Tract 2222; Cook County; Illinois,188065.0,1481,544,426,2,19,478,0.3673193787981094,0.287643484132343,0.0013504388926401,0.012829169480081,0.3227548953409858,1018,147,660,208,3,0.1444007858546169,0.6483300589390962,0.2043222003929273,0.0029469548133595,16.716666666666665
17031222500,Census Tract 2225; Cook County; Illinois,155878.0,912,484,141,34,10,235,0.5307017543859649,0.1546052631578947,0.0372807017543859,0.0109649122807017,0.2576754385964912,549,64,290,162,30,0.116575591985428,0.5282331511839709,0.2950819672131147,0.0546448087431694,11.283333333333331
17031222600,Census Tract 2226; Cook County; Illinois,94688.0,1091,425,202,66,59,329,0.3895508707607699,0.1851512373968836,0.0604949587534372,0.0540788267644362,0.3015582034830431,754,174,418,162,0,0.2307692307692307,0.5543766578249337,0.2148541114058355,0.0,12.7
17031222700,Census Tract 2227; Cook County; Illinois,86473.0,1199,613,287,32,18,249,0.5112593828190158,0.2393661384487072,0.0266889074228523,0.0150125104253544,0.20767306088407,819,106,518,157,13,0.1294261294261294,0.6324786324786325,0.1916971916971917,0.0158730158730158,15.833333333333334
17031222800,Census Tract 2228; Cook County; Illinois,71484.0,499,364,58,5,0,72,0.7294589178356713,0.1162324649298597,0.0100200400801603,0.0,0.1442885771543086,433,61,274,88,10,0.1408775981524249,0.6327944572748267,0.2032332563510392,0.023094688221709,7.116666666666666
17031222900,Census Tract 2229; Cook County; Illinois,89630.0,614,321,40,6,69,178,0.5228013029315961,0.0651465798045602,0.009771986970684,0.1123778501628664,0.2899022801302932,396,93,167,106,21,0.2348484848484848,0.4217171717171717,0.2676767676767677,0.053030303030303,7.266666666666667
17031230100,Census Tract 2301; Cook County; Illinois,89773.0,917,396,94,131,102,186,0.4318429661941112,0.1025081788440567,0.1428571428571428,0.1112322791712104,0.2028353326063249,628,161,322,128,0,0.2563694267515923,0.5127388535031847,0.2038216560509554,0.0,12.183333333333334
17031230200,Census Tract 2302; Cook County; Illinois,78056.0,1065,664,127,37,8,229,0.6234741784037559,0.1192488262910798,0.0347417840375586,0.0075117370892018,0.2150234741784037,688,103,318,248,19,0.1497093023255813,0.4622093023255814,0.3604651162790697,0.0276162790697674,13.933333333333334
17031230300,Census Tract 2303; Cook County; Illinois,67337.0,517,403,66,6,0,42,0.7794970986460348,0.1276595744680851,0.011605415860735,0.0,0.081237911025145,247,7,79,116,19,0.0283400809716599,0.3198380566801619,0.4696356275303643,0.0769230769230769,7.916666666666667
17031230400,Census Tract 2304; Cook County; Illinois,91771.0,1092,742,78,103,25,123,0.6794871794871795,0.0714285714285714,0.0943223443223443,0.0228937728937728,0.1126373626373626,774,69,389,235,67,0.0891472868217054,0.5025839793281653,0.3036175710594315,0.08656330749354,16.15
17031230500,Census Tract 2305; Cook County; Illinois,35727.0,1269,605,360,29,88,187,0.4767533490937746,0.2836879432624113,0.0228526398739164,0.0693459416863672,0.1473601260835303,1291,421,570,183,73,0.3261037955073586,0.4415182029434547,0.1417505809450038,0.056545313710302,18.03333333333333
17031230600,Census Tract 2306; Cook County; Illinois,57220.0,3507,2168,910,74,77,246,0.6181921870544625,0.2594810379241516,0.0211006558311947,0.0219560878243512,0.0701454234388366,2164,698,494,723,181,0.3225508317929759,0.2282809611829944,0.3341035120147874,0.0836414048059149,54.35
